ID	COGID	POS	ALIGNMENT	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN
2063	792	verb	tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵	to hunt	Achang_Longchuan	hunt	1230.28	Achang (Longchuan) TBL	tɕhet⁵⁵ tauʔ⁵⁵  | 1230.28	deer hunt-suffix		1080 1081	TBL		1435	tɕhet⁵⁵tauʔ⁵⁵	tɕhet⁵⁵tauʔ⁵⁵	hunt	tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵	407366
2065	791	verb	ʃ ŏ ²¹ + p i k ²¹	to hunt	Atsi	hunt	1230.30	Atsi [Zaiwa] TBL	ʃŏ²¹ pik²¹  | 1230.30	meat shoot		1079 1083	TBL		1435	ʃŏ²¹pik²¹	ʃŏ²¹pik²¹	hunt	ʃ ŏ ²¹ + p i k ²¹	407368
2066	791	verb	ʃ ă ³⁵ + p a k ³¹	to hunt	Bola	hunt	1230.32	Bola (Luxi) TBL	ʃă³⁵ pak³¹  | 1230.32	meat shoot		1079 1083	TBL		1435	ʃă³⁵pak³¹	ʃă³⁵pak³¹	hunt	ʃ ă ³⁵ + p a k ³¹	407370
2068	791	verb	ʃ o ⁵⁵ + p əː - ³¹	to hunt	Lashi	hunt	1230.33	Leqi (Luxi) TBL	ʃo⁵⁵ pəː³¹  | 1230.33	meat shoot		1079 1083	TBL		1435	ʃo⁵⁵pəː³¹	ʃo⁵⁵pəː³¹	hunt	ʃ o ⁵⁵ + p əː ³¹	407371
2069	791	verb	ʃ ɔ̆ ³⁵ + p a k ³¹	to hunt	Maru	hunt	1230.31	Langsu (Luxi) TBL	ʃɔ̆³⁵ pak³¹  | 1230.31	meat shoot		1079 1083	TBL		1435	ʃɔ̆³⁵pak³¹	ʃɔ̆³⁵pak³¹	hunt	ʃ ɔ̆ ³⁵ + p a k ³¹	407369
2071	791	verb	ʂ ɔ ³¹ + p ɤ k ⁵⁵	to hunt	Xiandao	hunt	1230.29	Achang (Xiandao) TBL	ʂɔ³¹ pɤk⁵⁵  | 1230.29	meat shoot		1079 1083	TBL		1435	ʂɔ³¹pɤk⁵⁵	ʂɔ³¹pɤk⁵⁵	hunt	ʂ ɔ ³¹ + p ɤ k ⁵⁵	407367
2075	1187	noun	nʲ i ³¹ + ŋ a u ⁵⁵	the husband	Achang_Longchuan	husband	0247.28	Achang (Longchuan) TBL	ȵi³¹ ŋau⁵⁵  | 0247.28	wife husband		1085 995	TBL		1200	ȵi³¹ŋau⁵⁵	ȵi³¹ŋau⁵⁵	husband	nʲ i ³¹ + ŋ a u ⁵⁵	357855
2077	254	noun	l a ŋ ⁵¹	the husband	Atsi	husband	0247.30	Atsi [Zaiwa] TBL	laŋ⁵¹  | 0247.30	husband		389	TBL		1200	laŋ⁵¹	laŋ⁵¹	husband	l a ŋ ⁵¹	357857
2078	254	noun	j ɔ̃ ∼ ³¹ + l ɔ̃ ∼ ⁵⁵	the husband	Bola	husband	0247.32	Bola (Luxi) TBL	jɔ̃³¹ lɔ̃⁵⁵  | 0247.32	he long-thing		1086 389	TBL		1200	jɔ̃³¹lɔ̃⁵⁵	jɔ̃³¹lɔ̃⁵⁵	husband	j ɔ̃ ∼ ³¹ + l ɔ̃ ∼ ⁵⁵	357859
2081	254	noun	l a ŋ ³¹	the husband	Lashi	husband	0247.33	Leqi (Luxi) TBL	laŋ³¹  | 0247.33	husband		389	TBL		1200	laŋ³¹	laŋ³¹	husband	l a ŋ ³¹	357860
2082	254	noun	l ɔ̃ ∼ ³¹	the husband	Maru	husband	0247.31	Langsu (Luxi) TBL	lɔ̃³¹  | 0247.31			389	TBL		1200	lɔ̃³¹	lɔ̃³¹	husband	l ɔ̃ ∼ ³¹	357858
2083	1187	noun	l a ʔ ³¹ + ŋ a u ⁵⁵	the husband	Xiandao	husband	0247.29	Achang (Xiandao) TBL	laʔ³¹ ŋau⁵⁵  | 0247.29			1087 995	TBL		1200	laʔ³¹ŋau⁵⁵	laʔ³¹ŋau⁵⁵	husband	l a ʔ ³¹ + ŋ a u ⁵⁵	357856
2089	259	noun	k ə t ³⁵	the ice	Achang_Longchuan	ice n	0017.28	Achang (Longchuan) TBL	kət³⁵  | 0017.28			1089	TBL		617	kət³⁵	kət³⁵	ice	k ə t ³⁵	345843
2092	255	noun	ŋ a̰ n ⁵¹ + tʰ u ŋ ²¹	the ice	Atsi	ice n	0017.30	Atsi [Zaiwa] TBL	ŋa̱n⁵¹ thuŋ²¹  | 0017.30	cold-thing ?		1088 1092	TBL		617	ŋa̱n⁵¹thuŋ²¹	ŋa̱n⁵¹thuŋ²¹	ice	ŋ a̰ n ⁵¹ + tʰ u ŋ ²¹	345845
2094	255	noun	ŋ ɛ̰̃ ∼ ⁵⁵	the ice	Bola	ice n	0017.32	Bola (Luxi) TBL	ŋɛ̱̃⁵⁵  | 0017.32	icy-thing		1088	TBL		617	ŋɛ̱̃⁵⁵	ŋɛ̱̃⁵⁵	ice	ŋ ɛ̰̃ ∼ ⁵⁵	345847
2096	255	noun	ŋ a̰ n ³³	the ice	Lashi	ice n	0017.33	Leqi (Luxi) TBL	ŋa̱n³³  | 0017.33	icy-thing		1088	TBL		617	ŋa̱n³³	ŋa̱n³³	ice	ŋ a̰ n ³³	345848
2184	798	verb	s a t ⁵⁵	to kill	Achang_Longchuan	kill v.	1602.28	Achang (Longchuan) TBL	sat⁵⁵  | 1602.28	kill	bad concept	403	TBL		1417	sat⁵⁵	sat⁵⁵	kill / slaughter (an animal)	s a t ⁵⁵	424240
2187	798	verb	s a t ²¹	to kill	Atsi	kill v.	1602.30	Atsi [Zaiwa] TBL	sat²¹  | 1602.30	kill	bad concept	403	TBL		1417	sat²¹	sat²¹	kill / slaughter (an animal)	s a t ²¹	424242
2189	798	verb	s ɛ̰ ʔ ⁵⁵	to kill	Bola	kill v.	1602.32	Bola (Luxi) TBL	sɛ̱ʔ⁵⁵  | 1602.32	kill	bad concept	403	TBL		1417	sɛ̱ʔ⁵⁵	sɛ̱ʔ⁵⁵	kill / slaughter (an animal)	s ɛ̰ ʔ ⁵⁵	424244
2191	798	verb	s a̰ː t ⁵⁵	to kill	Lashi	kill v.	1602.33	Leqi (Luxi) TBL	sa̱ːt⁵⁵  | 1602.33	kill	bad concept	403	TBL		1417	sa̱ːt⁵⁵	sa̱ːt⁵⁵	kill / slaughter (an animal)	s a̰ː t ⁵⁵	424245
2192	798	verb	s ɛ̰ ʔ ⁵⁵	to kill	Maru	kill v.	1602.31	Langsu (Luxi) TBL	sɛ̱ʔ⁵⁵  | 1602.31		bad concept	403	TBL		1417	sɛ̱ʔ⁵⁵	sɛ̱ʔ⁵⁵	kill / slaughter (an animal)	s ɛ̰ ʔ ⁵⁵	424243
2194	798	verb	s a t ⁵⁵ + pʰ u t ⁵⁵	to kill	Xiandao	kill v.	1602.29	Achang (Xiandao) TBL	sat⁵⁵ phut⁵⁵  | 1602.29	kill 	bad concept	403 1096	TBL		1417	sat⁵⁵ phut⁵⁵	sat⁵⁵phut⁵⁵	kill / slaughter (an animal)	s a t ⁵⁵ + pʰ u t ⁵⁵	424241
2197	269	noun	tɕʰ - i - ⁵⁵ + nʲ ɔ ʔ ⁵⁵	the knee	Achang_Longchuan	knee n	0101.28	Achang (Longchuan) TBL	tɕhi⁵⁵ ȵɔʔ⁵⁵  | 0101.28	foot knee		19 1094	TBL		1371	tɕhi⁵⁵ȵɔʔ⁵⁵	tɕhi⁵⁵ȵɔʔ⁵⁵	knee	tɕʰ i ⁵⁵ + nʲ ɔ ʔ ⁵⁵	350211
2200	269	noun	kʰ j i - ⁵¹ + pʰ u t ⁵⁵	the knee	Atsi	knee n	0101.30	Atsi [Zaiwa] TBL	khji⁵¹ phut⁵⁵  | 0101.30	foot knee		19 405	TBL		1371	khji⁵¹phut⁵⁵	khji⁵¹phut⁵⁵	knee	kʰ j i ⁵¹ + pʰ u t ⁵⁵	350213
2202	269	noun	p ɔ̰ t ⁵⁵ + l a u ʔ ⁵⁵	the knee	Bola	knee n	0101.32	Bola (Luxi) TBL	pɔ̱t⁵⁵ lauʔ⁵⁵  | 0101.32	knee-1 knee-2		405 406	TBL		1371	pɔ̱t⁵⁵lauʔ⁵⁵	pɔ̱t⁵⁵lauʔ⁵⁵	knee	p ɔ̰ t ⁵⁵ + l a u ʔ ⁵⁵	350215
2205	269	noun	p ɔ̰ t ⁵³ + l u - ʔ ³¹	the knee	Lashi	knee n	0101.33	Leqi (Luxi) TBL	pɔ̱t⁵³ luʔ³¹  | 0101.33	knee-1 knee-2		405 406	TBL		1371	pɔ̱t⁵³luʔ³¹	pɔ̱t⁵³luʔ³¹	knee	p ɔ̰ t ⁵³ + l u ʔ ³¹	350216
2207	269	noun	p a̰ t ⁵⁵ + l a u k ³¹	the knee	Maru	knee n	0101.31	Langsu (Luxi) TBL	pa̱t⁵⁵ lauk³¹  | 0101.31			405 406	TBL		1371	pa̱t⁵⁵lauk³¹	pa̱t⁵⁵lauk³¹	knee	p a̰ t ⁵⁵ + l a u k ³¹	350214
2209	269	noun	pʰ ɔ ʔ ³¹ + ʈʂʰ ɯ k ⁵⁵	the knee	Xiandao	knee n	0101.29	Achang (Xiandao) TBL	phɔʔ³¹ tʂhɯk⁵⁵  | 0101.29	knee joint		405 1095	TBL		1371	phɔʔ³¹tʂhɯk⁵⁵	phɔʔ³¹tʂhɯk⁵⁵	knee	pʰ ɔ ʔ ³¹ + ʈʂʰ ɯ k ⁵⁵	350212
2231	271	noun	n̥ ɔ ŋ ³⁵	the lake	Achang_Longchuan	lake	0031.28	Achang (Longchuan) TBL	n̥ɔŋ³⁵  | 0031.28			408	TBL		624	n̥ɔŋ³⁵	n̥ɔŋ³⁵	lake	n̥ ɔ ŋ ³⁵	346577
2232	271	noun	n o ŋ ⁵⁵	the lake	Atsi	lake	0031.30	Atsi [Zaiwa] TBL	noŋ⁵⁵  | 0031.30	lake		408	TBL		624	noŋ⁵⁵	noŋ⁵⁵	lake	n o ŋ ⁵⁵	346579
2234	271	noun	n ɔ̰ ŋ ⁵⁵	the lake	Bola	lake	0031.32	Bola (Luxi) TBL	nɔ̱ŋ⁵⁵  | 0031.32	lake		408	TBL		624	nɔ̱ŋ⁵⁵	nɔ̱ŋ⁵⁵	lake	n ɔ̰ ŋ ⁵⁵	346581
2236	271	noun	n ɔ̰ ŋ ⁵⁵	the lake	Lashi	lake	0031.33	Leqi (Luxi) TBL	nɔ̱ŋ⁵⁵  | 0031.33			408	TBL		624	nɔ̱ŋ⁵⁵	nɔ̱ŋ⁵⁵	lake	n ɔ̰ ŋ ⁵⁵	346582
2237	271	noun	n ɔ̰ ŋ ⁵⁵	the lake	Maru	lake	0031.31	Langsu (Luxi) TBL	nɔ̱ŋ⁵⁵  | 0031.31			408	TBL		624	nɔ̱ŋ⁵⁵	nɔ̱ŋ⁵⁵	lake	n ɔ̰ ŋ ⁵⁵	346580
2254	806	verb	ɣ ə i ⁵⁵	to laugh	Bola	laugh	1735.32	Bola (Luxi) TBL	ɣəi⁵⁵  | 1735.32	laugh-smile		414	TBL		1355	ɣəi⁵⁵	ɣəi⁵⁵	laugh / smile	ɣ ə i ⁵⁵	430505
2258	806	verb	j iː - ³¹	to laugh	Lashi	laugh	1735.33	Leqi (Luxi) TBL	jiː³¹  | 1735.33	laugh-smile		414	TBL		1355	jiː³¹	jiː³¹	laugh / smile	j iː ³¹	430506
2261	806	verb	ɣ ə - ³¹	to laugh	Maru	laugh	1735.31	Langsu (Luxi) TBL	ɣə³¹  | 1735.31	laugh-smile		414	TBL		1355	ɣə³¹	ɣə³¹	laugh / smile	ɣ ə ³¹	430504
2266	274	noun	a ³¹ + x ʐ o ʔ ⁵⁵	the leaf	Achang_Longchuan	leaf	0376.28	Achang (Longchuan) TBL	a³¹ xʐoʔ⁵⁵  | 0376.28	a-prefix leaf		1099 415	TBL		2250	a³¹xʐoʔ⁵⁵	a³¹xʐoʔ⁵⁵	leaf	a ³¹ + x ʐ o ʔ ⁵⁵	364256
2268	274	noun	a ²¹ + x - a ʔ ⁵⁵	the leaf	Atsi	leaf	0376.30	Atsi [Zaiwa] TBL	a²¹ xaʔ⁵⁵  | 0376.30	a-prefix leaf		1099 415	TBL		2250	a²¹xaʔ⁵⁵	a²¹xaʔ⁵⁵	leaf	a ²¹ + x a ʔ ⁵⁵	364258
2269	274	noun	s a k ⁵⁵ + f a ʔ ⁵⁵	the leaf	Bola	leaf	0376.32	Bola (Luxi) TBL	sak⁵⁵ faʔ⁵⁵  | 0376.32	tree leaf		1098 1101	TBL		2250	sak⁵⁵faʔ⁵⁵	sak⁵⁵faʔ⁵⁵	leaf	s a k ⁵⁵ + f a ʔ ⁵⁵	364260
2272	274	noun	a ³¹ + f ṵ ʔ ⁵⁵	the leaf	Lashi	leaf	0376.33	Leqi (Luxi) TBL	a³¹ fu̱ʔ⁵⁵  | 0376.33	a-prefix leaf		1099 1101	TBL		2250	a³¹fu̱ʔ⁵⁵	a³¹fu̱ʔ⁵⁵	leaf	a ³¹ + f ṵ ʔ ⁵⁵	364261
2273	274	noun	pʰ ɔ ʔ ⁵⁵	the leaf	Maru	leaf	0376.31	Langsu (Luxi) TBL	phɔʔ⁵⁵  | 0376.31	leaf		1100	TBL		2250	fɔʔ⁵⁵	phɔʔ⁵⁵	leaf	pʰ ɔ ʔ ⁵⁵	364259
2275	274	noun	a ³¹ + x ʐ o ʔ ⁵⁵	the leaf	Xiandao	leaf	0376.29	Achang (Xiandao) TBL	a³¹ xʐoʔ⁵⁵  | 0376.29	a-prefix leaf		1099 415	TBL		2250	a³¹xʐoʔ⁵⁵	a³¹xʐoʔ⁵⁵	leaf	a ³¹ + x ʐ o ʔ ⁵⁵	364257
2299	839	other	l ɔ ʔ ³¹ + n a m ³¹ + p a - ³¹	left	Achang_Longchuan	left n/adv	0710.28	Achang (Longchuan) TBL	lɔʔ³¹ nam³¹ pa³¹  | 0710.28	hand left dir		345 1102 422	TBL		244	lɔʔ³¹nam³¹pa³¹	lɔʔ³¹nam³¹pa³¹	left	l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹	381551
2301	839	other	l o ʔ ²¹ + p a̰ i ²¹	left	Atsi	left n/adv	0710.30	Atsi [Zaiwa] TBL	loʔ³¹ pa̱i²¹  | 0710.30	hand left		345 422	TBL		244	loʔ³¹pa̱i²¹	loʔ³¹pa̱i²¹	left	l o ʔ ²¹ + p a̰ i ²¹	381553
2303	839	other	l a ʔ ³¹ + k a̰ u ŋ ³⁵	left	Bola	left n/adv	0710.32	Bola (Luxi) TBL	laʔ³¹ ka̱uŋ³⁵  | 0710.32	hand left		345 421	TBL		244	laʔ³¹ka̱uŋ³⁵	laʔ³¹ka̱uŋ³⁵	left	l a ʔ ³¹ + k a̰ u ŋ ³⁵	381555
2307	839	other	l ɔ ʔ ³¹ + p ḛ i ⁵⁵	left	Lashi	left n/adv	0710.33	Leqi (Luxi) TBL	lɔʔ³¹ pe̱i⁵⁵  | 0710.33	hand left		345 422	TBL		244	lɔʔ³¹pe̱i⁵⁵	lɔʔ³¹pe̱i⁵⁵	left	l ɔ ʔ ³¹ + p ḛ i ⁵⁵	381556
2308	839	other	l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵	left	Maru	left n/adv	0710.31	Langsu (Luxi) TBL	lɔʔ³¹ ka̱uŋ³⁵  | 0710.31	hand left		345 421	TBL		244	lɔʔ³¹ka̱uŋ³⁵	lɔʔ³¹ka̱uŋ³⁵	left	l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵	381554
2310	839	other	l ɔ ʔ ⁵⁵ + x a ⁵⁵	left	Xiandao	left n/adv	0710.29	Achang (Xiandao) TBL	lɔʔ⁵⁵ xa⁵⁵  | 0710.29	hand left		345 1103	TBL		244	lɔʔ⁵⁵xa⁵⁵	lɔʔ⁵⁵xa⁵⁵	left	l ɔ ʔ ⁵⁵ + x a ⁵⁵	381552
2345	808	verb	j a ʔ ³¹	to lick	Bola	lick	1674.32	Bola (Luxi) TBL	jaʔ³¹  | 1674.32	lick		424	TBL		319	jaʔ³¹	jaʔ³¹	lick / lap	j a ʔ ³¹	427688
2349	808	verb	j ɔː ʔ ³¹	to lick	Lashi	lick	1674.33	Leqi (Luxi) TBL	jɔːʔ³¹  | 1674.33	lick		424	TBL		319	jɔːʔ³¹	jɔːʔ³¹	lick / lap	j ɔː ʔ ³¹	427689
2352	808	verb	j ɔ ʔ ³¹	to lick	Maru	lick	1674.31	Langsu (Luxi) TBL	jɔʔ³¹  | 1674.31			424	TBL		319	jɔʔ³¹	jɔʔ³¹	lick / lap	j ɔ ʔ ³¹	427687
2357	810	verb	ŋ̊ a - ⁵⁵	to lie down	Achang_Longchuan	lie down v.	1661.28	Achang (Longchuan) TBL	ŋ̊a⁵⁵  | 1661.28			1104	TBL		215	ŋ̊a⁵⁵	ŋ̊a⁵⁵	lie down	ŋ̊ a ⁵⁵	427055
2358	809	verb	l e ʔ ²¹	to lie down	Atsi	lie down v.	1661.30	Atsi [Zaiwa] TBL	leʔ²¹  | 1661.30	lie-down		425	TBL		215	leʔ²¹	leʔ²¹	lie down	l e ʔ ²¹	427057
2359	809	verb	l a ŋ ³⁵	to lie down	Bola	lie down v.	1661.32	Bola (Luxi) TBL	laŋ³⁵  | 1661.32	lie-down		425	TBL		215	laŋ³⁵	laŋ³⁵	lie down	l a ŋ ³⁵	427059
2360	809	verb	l əː ŋ ³¹	to lie down	Lashi	lie down v.	1661.33	Leqi (Luxi) TBL	ləːŋ³¹  | 1661.33			425	TBL		215	ləːŋ³¹	ləːŋ³¹	lie down	l əː ŋ ³¹	427060
2361	809	verb	l a ŋ ³⁵	to lie down	Maru	lie down v.	1661.31	Langsu (Luxi) TBL	laŋ³⁵  | 1661.31			425	TBL		215	laŋ³⁵	laŋ³⁵	lie down	l a ŋ ³⁵	427058
2362	810	verb	ɲ ɛ ŋ ⁵⁵	to lie down	Xiandao	lie down v.	1661.29	Achang (Xiandao) TBL	ɲɛŋ⁵⁵  | 1661.29			1105	TBL		215	ɲɛŋ⁵⁵	ɲɛŋ⁵⁵	lie down	ɲ ɛ ŋ ⁵⁵	427056
2393	903	other	ʑ a ŋ ⁵⁵	light (of weight)	Achang_Longchuan	light (weight)	1015.28	Achang (Longchuan) TBL	ʑaŋ⁵⁵  | 1015.28	light		20	TBL		1052	ʑaŋ⁵⁵	ʑaŋ⁵⁵	light (weight)	ʑ a ŋ ⁵⁵	397303
2394	891	other	s o m ²¹	light (of weight)	Atsi	light (weight)	1015.30	Atsi [Zaiwa] TBL	som²¹  | 1015.30	light		430	TBL		1052	som²¹	som²¹	light (weight)	s o m ²¹	397305
2395	891	other	s ø̃ ∼ ³⁵	light (of weight)	Bola	light (weight)	1015.32	Bola (Luxi) TBL	sø̃³⁵  | 1015.32			430	TBL		1052	sø̃³⁵	sø̃³⁵	light (weight)	s ø̃ ∼ ³⁵	397307
2396	891	other	s uː m ⁵⁵	light (of weight)	Lashi	light (weight)	1015.33	Leqi (Luxi) TBL	suːm⁵⁵  | 1015.33	light		430	TBL		1052	suːm⁵⁵	suːm⁵⁵	light (weight)	s uː m ⁵⁵	397308
2397	891	other	s u m ³⁵	light (of weight)	Maru	light (weight)	1015.31	Langsu (Luxi) TBL	sum³⁵  | 1015.31	light		430	TBL		1052	sum³⁵	sum³⁵	light (weight)	s u m ³⁵	397306
2398	903	other	j a ŋ ⁵⁵	light (of weight)	Xiandao	light (weight)	1015.29	Achang (Xiandao) TBL	jaŋ⁵⁵  | 1015.29	lightweight		20	TBL		1052	jaŋ⁵⁵	jaŋ⁵⁵	light (weight)	j a ŋ ⁵⁵	397304
2420	296	noun	a ³¹ + ʂ ə ŋ ³¹	the liver	Achang_Longchuan	liver nbp	0145.28	Achang (Longchuan) TBL	a³¹ ʂəŋ³¹  | 0145.28	a-prefix liver		1106 442	TBL		1224	a³¹ʂəŋ³¹	a³¹ʂəŋ³¹	liver	a ³¹ + ʂ ə ŋ ³¹	352463
2423	296	noun	s i ŋ ²¹	the liver	Atsi	liver nbp	0145.30	Atsi [Zaiwa] TBL	siŋ²¹  | 0145.30	liver		442	TBL		1224	siŋ²¹	siŋ²¹	liver	s i ŋ ²¹	352465
2426	296	noun	s a ŋ ³⁵	the liver	Bola	liver nbp	0145.32	Bola (Luxi) TBL	saŋ³⁵  | 0145.32	liver		442	TBL		1224	saŋ³⁵	saŋ³⁵	liver	s a ŋ ³⁵	352467
2431	296	noun	s ə ŋ ⁵⁵	the liver	Lashi	liver nbp	0145.33	Leqi (Luxi) TBL	səŋ⁵⁵  | 0145.33	liver		442	TBL		1224	səŋ⁵⁵	səŋ⁵⁵	liver	s ə ŋ ⁵⁵	352468
2434	296	noun	s a ŋ ³⁵	the liver	Maru	liver nbp	0145.31	Langsu (Luxi) TBL	saŋ³⁵  | 0145.31	liver		442	TBL		1224	saŋ³⁵	saŋ³⁵	liver	s a ŋ ³⁵	352466
2436	296	noun	a ³¹ + ʂ ɯ ŋ ³¹	the liver	Xiandao	liver nbp	0145.29	Achang (Xiandao) TBL	a³¹ ʂɯŋ³¹  | 0145.29	a-prefix liver		1106 442	TBL		1224	a³¹ʂɯŋ³¹	a³¹ʂɯŋ³¹	liver	a ³¹ + ʂ ɯ ŋ ³¹	352464
2444	950	other	s ə ŋ ⁵⁵	long	Achang_Longchuan	long adj	0972.28	Achang (Longchuan) TBL	səŋ⁵⁵  | 0972.28	long		444	TBL		1203	səŋ⁵⁵	səŋ⁵⁵	long	s ə ŋ ⁵⁵	395101
2447	950	other	x i ŋ ⁵¹	long	Atsi	long adj	0972.30	Atsi [Zaiwa] TBL	xiŋ⁵¹  | 0972.30	long		444	TBL		1203	xiŋ⁵¹	xiŋ⁵¹	long	x i ŋ ⁵¹	395103
2449	950	other	x a ŋ ⁵⁵	long	Bola	long adj	0972.32	Bola (Luxi) TBL	xaŋ⁵⁵  | 0972.32	long		444	TBL		1203	xaŋ⁵⁵	xaŋ⁵⁵	long	x a ŋ ⁵⁵	395105
2452	950	other	ʃ ə̰ː ŋ ³³	long	Lashi	long adj	0972.33	Leqi (Luxi) TBL	ʃə̱ːŋ³³  | 0972.33	long		444	TBL		1203	ʃə̱ːŋ³³	ʃə̱ːŋ³³	long	ʃ ə̰ː ŋ ³³	395106
2453	950	other	x a ŋ ³¹	long	Maru	long adj	0972.31	Langsu (Luxi) TBL	xaŋ³¹  | 0972.31	long		444	TBL		1203	xaŋ³¹	xaŋ³¹	long	x a ŋ ³¹	395104
2455	950	other	s ɤ ŋ ⁵⁵	long	Xiandao	long adj	0972.29	Achang (Xiandao) TBL	sɤŋ⁵⁵  | 0972.29	long		444	TBL		1203	sɤŋ⁵⁵	sɤŋ⁵⁵	long	s ɤ ŋ ⁵⁵	395102
2468	299	noun	ʂ a n ³¹	the louse	Achang_Longchuan	louse n	0356.28	Achang (Longchuan) TBL	ʂan³¹  | 0356.28	louse		1107	TBL		1392	ʂan³¹	ʂan³¹	louse	ʂ a n ³¹	363228
2471	299	noun	ʃ i n ²¹	the louse	Atsi	louse n	0356.30	Atsi [Zaiwa] TBL	ʃin²¹  | 0356.30	louse		1107	TBL		1392	ʃin²¹	ʃin²¹	louse	ʃ i n ²¹	363230
2473	299	noun	ʃ ɔ n ³⁵	the louse	Bola	louse n	0356.32	Bola (Luxi) TBL	ʃɔn³⁵  | 0356.32	louse		1107	TBL		1392	ʃɔn³⁵	ʃɔn³⁵	louse	ʃ ɔ n ³⁵	363232
2475	299	noun	ʃ ɛ̰ n ⁵⁵	the louse	Lashi	louse n	0356.33	Leqi (Luxi) TBL	ʃɛ̱n⁵⁵  | 0356.33	louse		1107	TBL		1392	ʃɛ̱n⁵⁵	ʃɛ̱n⁵⁵	louse	ʃ ɛ̰ n ⁵⁵	363233
2476	299	noun	ʃ i ŋ ³⁵	the louse	Maru	louse n	0356.31	Langsu (Luxi) TBL	ʃiŋ³⁵  | 0356.31	louse		1107	TBL		1392	ʃiŋ³⁵	ʃiŋ³⁵	louse	ʃ i ŋ ³⁵	363231
2478	299	noun	ʂ a n ³¹	the louse	Xiandao	louse n	0356.29	Achang (Xiandao) TBL	ʂan³¹  | 0356.29	louse		1107	TBL		1392	ʂan³¹	ʂan³¹	louse	ʂ a n ³¹	363229
2489	300	noun	- i - - ³¹ + tɕ - i - ⁵⁵	the man (male human)	Achang_Longchuan	man n	0173.28	Achang (Longchuan) TBL	i³¹ tɕi⁵⁵  | 0173.28	person good		446 448	TBL		2106	i³¹tɕi⁵⁵	i³¹tɕi⁵⁵	man	i ³¹ + tɕ i ⁵⁵	353911
2492	300	noun	j u - ʔ ²¹ + k - e - ⁵¹	the man (male human)	Atsi	man n	0173.30	Atsi [Zaiwa] TBL	juʔ²¹ ke⁵¹  | 0173.30	person good		446 448	TBL		2106	juʔ²¹ke⁵¹	juʔ²¹ke⁵¹	man	j u ʔ ²¹ + k e ⁵¹	353913
2494	300	noun	j a u ʔ ³¹ + k - a i ⁵⁵	the man (male human)	Bola	man n	0173.32	Bola (Luxi) TBL	jauʔ³¹ kai⁵⁵  | 0173.32	person good		446 448	TBL		2106	jauʔ³¹kai⁵⁵	jauʔ³¹kai⁵⁵	man	j a u ʔ ³¹ + k a i ⁵⁵	353915
2497	300	noun	j - u ʔ ⁵⁵ + k - ɛ - ³¹	the man (male human)	Lashi	man n	0173.33	Leqi (Luxi) TBL	juʔ⁵⁵ kɛ³¹  | 0173.33	person good		446 448	TBL		2106	juʔ⁵⁵kɛ³¹	juʔ⁵⁵kɛ³¹	man	j u ʔ ⁵⁵ + k ɛ ³¹	353916
2498	300	noun	j a u k ³¹ + k - a i ³¹	the man (male human)	Maru	man n	0173.31	Langsu (Luxi) TBL	jauk³¹ kai³¹  | 0173.31	person good		446 448	TBL		2106	jauk³¹kai³¹	jauk³¹kai³¹	man	j a u k ³¹ + k a i ³¹	353914
2500	300	noun	j - u ʔ ³¹ + ɕ - ɛ - ⁵⁵	the man (male human)	Xiandao	man n	0173.29	Achang (Xiandao) TBL	juʔ ³¹ ɕɛ⁵⁵  | 0173.29	person good		446 448	TBL		2106	juʔ ³¹ɕɛ⁵⁵	juʔ³¹ɕɛ⁵⁵	man	j u ʔ ³¹ + ɕ ɛ ⁵⁵	353912
2504	998	other	nʲ - ɔ ³¹	many	Achang_Longchuan	many / much adj	0987.28	Achang (Longchuan) TBL	ȵɔ³¹  | 0987.28	many		449	TBL		1198	ȵɔ³¹	ȵɔ³¹	many / much	nʲ ɔ ³¹	395865
2507	998	other	m j o ²¹	many	Atsi	many / much adj	0987.30	Atsi [Zaiwa] TBL	mjo²¹  | 0987.30	many		449	TBL		1198	mjo²¹	mjo²¹	many / much	m j o ²¹	395867
2509	998	other	m j a ³¹	many	Bola	many / much adj	0987.32	Bola (Luxi) TBL	mja³¹  | 0987.32	many		449	TBL		1198	mja³¹	mja³¹	many / much	m j a ³¹	395869
2512	998	other	m j ɔː ³³	many	Lashi	many / much adj	0987.33	Leqi (Luxi) TBL	mjɔː³³  | 0987.33	many		449	TBL		1198	mjɔː³³	mjɔː³³	many / much	m j ɔː ³³	395870
2513	998	other	m j ɔ ³⁵	many	Maru	many / much adj	0987.31	Langsu (Luxi) TBL	mjɔ³⁵  | 0987.31	many		449	TBL		1198	mjɔ³⁵	mjɔ³⁵	many / much	m j ɔ ³⁵	395868
