ID	COGID	POS	ALIGNMENT	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN
4152	462	noun	n - ³¹ + m ɔ ³¹	the sun	Xiandao	sun n	0002.29	Achang (Xiandao) TBL	n³¹ mɔ³¹  | 0002.29	day-sun mo-suffix		1176 735	TBL		1343	n³¹mɔ³¹	n³¹mɔ³¹	sun	n ³¹ + m ɔ ³¹	345069
4220	465	noun	tɕʰ i ³¹ - + nʲ a ŋ ³⁵	the tail	Achang_Longchuan	tail n	0267.28	Achang (Longchuan) TBL	tɕhi³¹ ȵaŋ³⁵  | 0267.28	excrement tail		1179 1178	TBL		1220	tɕhi³¹ȵaŋ³⁵	tɕhi³¹ȵaŋ³⁵	tail	tɕʰ i ³¹ + nʲ a ŋ ³⁵	358950
4223	465	noun	ʃ ŏ ²¹ - + m j i ²¹	the tail	Atsi	tail n	0267.30	Atsi [Zaiwa] TBL	ʃŏ²¹ mji²¹  | 0267.30	meat tail		1179 747	TBL		1220	ʃŏ²¹mji²¹	ʃŏ²¹mji²¹	tail	ʃ ŏ ²¹ + m j i ²¹	358952
4226	465	noun	ʃ ă ³⁵ - + m i ³¹	the tail	Bola	tail n	0267.32	Bola (Luxi) TBL	ʃă³⁵ mi³¹  | 0267.32	meat tail		1179 747	TBL		1220	ʃă³⁵mi³¹	ʃă³⁵mi³¹	tail	ʃ ă ³⁵ + m i ³¹	358954
4231	465	noun	ʃ - ŏ ⁵⁵ + m j i ³³	the tail	Lashi	tail n	0267.33	Leqi (Luxi) TBL	ʃŏ⁵⁵ mji³³  | 0267.33	meat tail		1179 747	TBL		1220	ʃŏ⁵⁵mji³³	ʃŏ⁵⁵mji³³	tail	ʃ ŏ ⁵⁵ + m j i ³³	358955
4234	465	noun	ʃ ɔ̆ ³⁵ - + m j i ³¹	the tail	Maru	tail n	0267.31	Langsu (Luxi) TBL	ʃɔ̆³⁵ mji³¹  | 0267.31	meat tail		1179 747	TBL		1220	ʃɔ̆³⁵mji³¹	ʃɔ̆³⁵mji³¹	tail	ʃ ɔ̆ ³⁵ + m j i ³¹	358953
4237	465	noun	n̥ i ³¹ + ʈʂʰ ɔ ³¹	the tail	Xiandao	tail n	0267.29	Achang (Xiandao) TBL	n̥i³¹ tʂhɔ³¹  | 0267.29	tail ???		1180 1352	TBL		1220	n̥i³¹tʂhɔ³¹	n̥i³¹tʂhɔ³¹	tail	n̥ i ³¹ + ʈʂʰ ɔ ³¹	358951
4242	69	other	m̥ ʐ a ŋ ⁵⁵	high / tall	Achang_Longchuan	high / tall	0968.28	Achang (Longchuan) TBL	m̥ʐaŋ⁵⁵  | 0968.28	high		749	TBL		1265	m̥ʐaŋ⁵⁵	m̥ʐaŋ⁵⁵	high / tall	m̥ ʐ a ŋ ⁵⁵	394882
4244	69	other	m j a̰ ŋ ⁵¹	high / tall	Atsi	high / tall	0968.30	Atsi [Zaiwa] TBL	mja̱ŋ⁵¹  | 0968.30	high		749	TBL		1265	mja̱ŋ⁵¹	mja̱ŋ⁵¹	high / tall	m j a̰ ŋ ⁵¹	394884
4245	69	other	m j ɔ̰̃ ∼ ⁵⁵	high / tall	Bola	high / tall	0968.32	Bola (Luxi) TBL	mjɔ̱̃⁵⁵  | 0968.32	high		749	TBL		1265	mjɔ̱̃⁵⁵	mjɔ̱̃⁵⁵	high / tall	m j ɔ̰̃ ∼ ⁵⁵	394886
4248	69	other	m j a̰ː ŋ ³³	high / tall	Lashi	high / tall	0968.33	Leqi (Luxi) TBL	mja̱ːŋ³³  | 0968.33	high		749	TBL		1265	mja̱ːŋ³³	mja̱ːŋ³³	high / tall	m j a̰ː ŋ ³³	394887
4249	69	other	m j ɔ̃ ∼ ³¹	high / tall	Maru	high / tall	0968.31	Langsu (Luxi) TBL	mjɔ̃³¹  | 0968.31	high		749	TBL		1265	mjɔ̃³¹	mjɔ̃³¹	high / tall	m j ɔ̃ ∼ ³¹	394885
4251	69	other	m̥ ʐ a ŋ ⁵⁵	high / tall	Xiandao	high / tall	0968.29	Achang (Xiandao) TBL	m̥ʐaŋ⁵⁵  | 0968.29	high		749	TBL		1265	m̥ʐaŋ⁵⁵	m̥ʐaŋ⁵⁵	high / tall	m̥ ʐ a ŋ ⁵⁵	394883
4255	70	other	tɕʰ e - ⁵⁵	ten	Achang_Longchuan	ten num	0806.28	Achang (Longchuan) TBL	tɕhe⁵⁵  | 0806.28	ten		1181	TBL		1515	tɕhe⁵⁵	tɕhe⁵⁵	ten	tɕʰ e ⁵⁵	386514
4258	70	other	tsʰ e - ⁵¹	ten	Atsi	ten num	0806.30	Atsi [Zaiwa] TBL	tshe⁵¹  | 0806.30	ten		1181	TBL		1515	tshe⁵¹	tshe⁵¹	ten	tsʰ e ⁵¹	386516
4260	70	other	t ă - ³¹ + tʰ a i ⁵⁵	ten	Bola	ten num	0806.32	Bola (Luxi) TBL	tă³¹ thai⁵⁵  | 0806.32	one ten		534 1182	TBL		1515	tă³¹thai⁵⁵	tă³¹thai⁵⁵	ten	t ă ³¹ + tʰ a i ⁵⁵	386518
4263	70	other	t ă - ³¹ + tsʰ e - ³³	ten	Lashi	ten num	0806.33	Leqi (Luxi) TBL	tă³¹ tshe³³  | 0806.33	one ten		534 1182	TBL		1515	tă³¹tshe³³	tă³¹tshe³³	ten	t ă ³¹ + tsʰ e ³³	386519
4264	70	other	tsʰ ɛ - ³¹	ten	Maru	ten num	0806.31	Langsu (Luxi) TBL	tshɛ³¹  | 0806.31	ten		750	TBL		1515	tshɛ³¹	tshɛ³¹	ten	tsʰ ɛ ³¹	386517
4266	70	other	t a - ³¹ + tsʰ i - ⁵⁵	ten	Xiandao	ten num	0806.29	Achang (Xiandao) TBL	ta³¹ tshi⁵⁵  | 0806.29	one ten		534 1182	TBL		1515	ta³¹tshi⁵⁵	ta³¹tshi⁵⁵	ten	t a ³¹ + tsʰ i ⁵⁵	386515
4283	24	other	x - u ⁵¹	that	Bola	that dem	0947.32	Bola (Luxi) TBL	xu⁵¹  | 0947.32	that-1	bad concept	756	TBL		78	ma̱⁵¹	xu⁵¹	that	x u ⁵¹	393758
4290	76	other	tʰ e ⁵⁵	that	Achang_Longchuan	that dem	0947.28	Achang (Longchuan) TBL	the⁵⁵  | 0947.28	that	bad concept	757	TBL		78	the⁵⁵	the⁵⁵	that	tʰ e ⁵⁵	393754
4291	24	other	x j e ⁵¹	that	Atsi	that dem	0947.30	Atsi [Zaiwa] TBL	xje⁵¹  | 0947.30	that	bad concept	756	TBL		78	xje⁵¹	xje⁵¹	that	x j e ⁵¹	393756
4292	76	other	tʰ ə ³³	that	Lashi	that dem	0947.33	Leqi (Luxi) TBL	thə³³  | 0947.33	that	bad concept	757	TBL		78	thə³³	thə³³	that	tʰ ə ³³	393759
4293	76	other	tʰ ø ³¹	that	Maru	that dem	0947.31	Langsu (Luxi) TBL	thø³¹  | 0947.31		bad concept	757	TBL		78	thø³¹	thø³¹	that	tʰ ø ³¹	393757
4294	76	other	tʰ ɛ ⁵⁵	that	Xiandao	that dem	0947.29	Achang (Xiandao) TBL	thɛ⁵⁵  | 0947.29	that	bad concept	757	TBL		78	thɛ⁵⁵	thɛ⁵⁵	that	tʰ ɛ ⁵⁵	393755
4316	519	other	tʰ e - ⁵⁵ + tʰ ɔ ʔ ⁵⁵	there	Achang_Longchuan	there dem	0950.28	Achang (Longchuan) TBL	the⁵⁵ thɔʔ⁵⁵  | 0950.28	that dir2	bad concept	764 766	TBL		1937	the⁵⁵ thɔʔ⁵⁵	the⁵⁵thɔʔ⁵⁵	there	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	393914
4317	519	other	x j e ⁵¹ + m a - ⁵⁵	there	Atsi	there dem	0950.30	Atsi [Zaiwa] TBL	xje⁵¹ ma⁵⁵  | 0950.30	that on	bad concept	77 765	TBL		1937	xje⁵¹ ma⁵⁵	xje⁵¹ma⁵⁵	there	x j e ⁵¹ + m a ⁵⁵	393916
4318	519	other	tʰ ɔ̆ i ⁵⁵ + m ɛ̃ ∼ ⁵⁵	there	Bola	there dem	0950.32	Bola (Luxi) TBL	thɔ̆i⁵⁵ mɛ̃⁵⁵  | 0950.32	there on	bad concept	764 765	TBL		1937	thɔ̆i⁵⁵mɛ̃⁵⁵	thɔ̆i⁵⁵mɛ̃⁵⁵	there	tʰ ɔ̆ i ⁵⁵ + m ɛ̃ ∼ ⁵⁵	393918
4319	519	other	tʰ ə - ³³ + m o - ³³	there	Lashi	there dem	0950.33	Leqi (Luxi) TBL	thə³³ mo³³  | 0950.33	that on	bad concept	764 765	TBL		1937	thə³³mo³³	thə³³mo³³	there	tʰ ə ³³ + m o ³³	393919
4320	519	other	tʰ ø - ⁵⁵ + m ɛ - ³¹	there	Maru	there dem	0950.31	Langsu (Luxi) TBL	thø⁵⁵ mɛ³¹  | 0950.31	there on	bad concept	764 765	TBL		1937	thø⁵⁵ mɛ³¹	thø⁵⁵mɛ³¹	there	tʰ ø ⁵⁵ + m ɛ ³¹	393917
4321	519	other	tʰ ɛ - ⁵⁵ + tʰ ɔ ʔ ⁵⁵	there	Xiandao	there dem	0950.29	Achang (Xiandao) TBL	thɛ⁵⁵ thɔʔ⁵⁵  | 0950.29	that up-on	bad concept	764 766	TBL		1937	thɛ⁵⁵ thɔʔ⁵⁵	thɛ⁵⁵thɔʔ⁵⁵	there	tʰ ɛ ⁵⁵ + tʰ ɔ ʔ ⁵⁵	393915
4356	524	other	k a n ³¹	thick	Achang_Longchuan	thick adj	0980.28	Achang (Longchuan) TBL	kan³¹  | 0980.28			779	TBL		1244	kan³¹	kan³¹	thick	k a n ³¹	395515
4359	523	other	tʰ - u ⁵¹	thick	Atsi	thick adj	0980.30	Atsi [Zaiwa] TBL	thu⁵¹  | 0980.30	thick		777	TBL		1244	thu⁵¹	thu⁵¹	thick	tʰ u ⁵¹	395517
4361	523	other	tʰ - u ⁵⁵	thick	Bola	thick adj	0980.32	Bola (Luxi) TBL	thu⁵⁵  | 0980.32	thick		777	TBL		1244	thu⁵⁵	thu⁵⁵	thick	tʰ u ⁵⁵	395519
4364	523	other	tʰ - uː ³³	thick	Lashi	thick adj	0980.33	Leqi (Luxi) TBL	thuː³³  | 0980.33	thick		777	TBL		1244	thuː³³	thuː³³	thick	tʰ uː ³³	395520
4365	523	other	tʰ a u ³¹	thick	Maru	thick adj	0980.31	Langsu (Luxi) TBL	thau³¹  | 0980.31			777	TBL		1244	thau³¹	thau³¹	thick	tʰ a u ³¹	395518
4367	524	other	k a n ³⁵	thick	Xiandao	thick adj	0980.29	Achang (Xiandao) TBL	kan³⁵  | 0980.29			779	TBL		1244	kan³⁵	kan³⁵	thick	k a n ³⁵	395516
4453	993	verb	s a m ⁵⁵	to think (reflect)	Achang_Longchuan	think v.	1726.28	Achang (Longchuan) TBL	sam⁵⁵  | 1726.28	think		1184	TBL		1415	sam⁵⁵	sam⁵⁵	think	s a m ⁵⁵	430114
4456	992	verb	m j i t ²¹	to think (reflect)	Atsi	think v.	1726.30	Atsi [Zaiwa] TBL	mjit²¹  | 1726.30	think		789	TBL		1415	mjit²¹	mjit²¹	think	m j i t ²¹	430116
4458	992	verb	m j ɔ t ³¹	to think (reflect)	Bola	think v.	1726.32	Bola (Luxi) TBL	mjɔt³¹  | 1726.32	think		789	TBL		1415	mjɔt³¹	mjɔt³¹	think	m j ɔ t ³¹	430118
4460	992	verb	m j iː t ³¹	to think (reflect)	Lashi	think v.	1726.33	Leqi (Luxi) TBL	mjiːt³¹  | 1726.33	think		789	TBL		1415	mjiːt³¹	mjiːt³¹	think	m j iː t ³¹	430119
4461	992	verb	m j i k ³¹	to think (reflect)	Maru	think v.	1726.31	Langsu (Luxi) TBL	mjik³¹  | 1726.31	think		789	TBL		1415	mjik³¹	mjik³¹	think	m j i k ³¹	430117
4463	999	verb	t a k ⁵⁵	to think (reflect)	Xiandao	think v.	1726.29	Achang (Xiandao) TBL	tak⁵⁵  | 1726.29			1185	TBL		1415	tak⁵⁵	tak⁵⁵	think	t a k ⁵⁵	430115
4467	574	other	x - a i ⁵⁵	this	Achang_Longchuan	this dem	0942.28	Achang (Longchuan) TBL	xai⁵⁵  | 0942.28	this		793	TBL		1214	xai⁵⁵	xai⁵⁵	this	x a i ⁵⁵	393492
4470	574	other	x j i - ⁵¹	this	Atsi	this dem	0942.30	Atsi [Zaiwa] TBL	xji⁵¹  | 0942.30	this		793	TBL		1214	xji⁵¹	xji⁵¹	this	x j i ⁵¹	393494
4472	577	other	tʃʰ ə ⁵⁵	this	Bola	this dem	0942.32	Bola (Luxi) TBL	tʃhə⁵⁵  | 0942.32	this		792	TBL		1214	tʃhə⁵⁵	tʃhə⁵⁵	this	tʃʰ ə ⁵⁵	393496
4475	574	other	x j ɛ - ³³	this	Lashi	this dem	0942.33	Leqi (Luxi) TBL	xjɛ³³  | 0942.33	this		793	TBL		1214	xjɛ³³	xjɛ³³	this	x j ɛ ³³	393497
4476	577	other	tʃʰ ɛ ³¹	this	Maru	this dem	0942.31	Langsu (Luxi) TBL	tʃhɛ³¹  | 0942.31			792	TBL		1214	tʃhɛ³¹	tʃhɛ³¹	this	tʃʰ ɛ ³¹	393495
4478	574	other	x - a i ⁵⁵	this	Xiandao	this dem	0942.29	Achang (Xiandao) TBL	xai⁵⁵  | 0942.29	this-1		793	TBL		1214	xai⁵⁵	xai⁵⁵	this	x a i ⁵⁵	393493
4524	582	other	s u m ³¹	three	Achang_Longchuan	three num	0799.28	Achang (Longchuan) TBL	sum³¹  | 0799.28	three		801	TBL		492	sum³¹	sum³¹	three	s u m ³¹	386156
4527	582	other	s u m ²¹	three	Atsi	three num	0799.30	Atsi [Zaiwa] TBL	sum²¹  | 0799.30	three		801	TBL		492	sum²¹	sum²¹	three	s u m ²¹	386158
4529	582	other	s a m ⁵⁵	three	Bola	three num	0799.32	Bola (Luxi) TBL	sam⁵⁵  | 0799.32	three		801	TBL		492	sam⁵⁵	sam⁵⁵	three	s a m ⁵⁵	386160
4532	582	other	s ɔ m ⁵⁵	three	Lashi	three num	0799.33	Leqi (Luxi) TBL	sɔm⁵⁵  | 0799.33	three		801	TBL		492	sɔm⁵⁵	sɔm⁵⁵	three	s ɔ m ⁵⁵	386161
4533	582	other	s a m ³¹	three	Maru	three num	0799.31	Langsu (Luxi) TBL	sam³¹  | 0799.31			801	TBL		492	sam³¹	sam³¹	three	s a m ³¹	386159
4535	582	other	s u m ³¹	three	Xiandao	three num	0799.29	Achang (Xiandao) TBL	sum³¹  | 0799.29	three		801	TBL		492	sum³¹	sum³¹	three	s u m ³¹	386157
4541	1007	verb	x u a t ⁵⁵	to throw	Achang_Longchuan	throw / hurl v.	1687.28	Achang (Longchuan) TBL	xuat⁵⁵  | 1687.28		bad concept	1188	TBL		1456	xuat⁵⁵	xuat⁵⁵	throw / hurl	x u a t ⁵⁵	428286
4544	1000	verb	t u - ⁵⁵	to throw	Atsi	throw / hurl v.	1687.30	Atsi [Zaiwa] TBL	tu⁵⁵  | 1687.30	throw	bad concept	1186	TBL		1456	tu⁵⁵	tu⁵⁵	throw / hurl	t u ⁵⁵	428288
4546	1003	verb	p j ɛ̰ ʔ ⁵⁵	to throw	Bola	throw / hurl v.	1687.32	Bola (Luxi) TBL	pjɛ̱ʔ⁵⁵  | 1687.32	throw	bad concept	802	TBL		1456	pjɛ̱ʔ⁵⁵	pjɛ̱ʔ⁵⁵	throw / hurl	p j ɛ̰ ʔ ⁵⁵	428290
4549	1000	verb	t uː n ³³	to throw	Lashi	throw / hurl v.	1687.33	Leqi (Luxi) TBL	tuːn³³  | 1687.33	throw	bad concept	1189	TBL		1456	tuːn³³	tuːn³³	throw / hurl	t uː n ³³	428291
4550	1003	verb	p j ɛ̰ ʔ ⁵⁵	to throw	Maru	throw / hurl v.	1687.31	Langsu (Luxi) TBL	pjɛ̱ʔ⁵⁵  | 1687.31		bad concept	802	TBL		1456	pjɛ̱ʔ⁵⁵	pjɛ̱ʔ⁵⁵	throw / hurl	p j ɛ̰ ʔ ⁵⁵	428289
4552	1004	verb	f u ⁵⁵	to throw	Xiandao	throw / hurl v.	1687.29	Achang (Xiandao) TBL	fu⁵⁵  | 1687.29	throw	bad concept	1187	TBL		1456	fu⁵⁵	fu⁵⁵	throw / hurl	f u ⁵⁵	428287
4594	472	noun	ɕ - ɔ ⁵⁵	the tongue	Achang_Longchuan	tongue nbp	0139.28	Achang (Longchuan) TBL	ɕɔ⁵⁵  | 0139.28	tongue		814	TBL		1205	ɕɔ⁵⁵	ɕɔ⁵⁵	tongue	ɕ ɔ ⁵⁵	352159
4597	472	noun	ʃ - o ⁵¹	the tongue	Atsi	tongue nbp	0139.30	Atsi [Zaiwa] TBL	ʃo⁵¹  | 0139.30	tongue		814	TBL		1205	ʃo⁵¹	ʃo⁵¹	tongue	ʃ o ⁵¹	352161
4600	472	noun	ʃ - a ⁵⁵	the tongue	Bola	tongue nbp	0139.32	Bola (Luxi) TBL	ʃa⁵⁵  | 0139.32	tongue		814	TBL		1205	ʃa⁵⁵	ʃa⁵⁵	tongue	ʃ a ⁵⁵	352163
4605	472	noun	- j o̰ ³³	the tongue	Lashi	tongue nbp	0139.33	Leqi (Luxi) TBL	jo̱³³  | 0139.33	tongue		814	TBL		1205	jo̱³³	jo̱³³	tongue	j o̰ ³³	352164
4608	472	noun	ʃ - ɔ ³¹	the tongue	Maru	tongue nbp	0139.31	Langsu (Luxi) TBL	ʃɔ³¹  | 0139.31	tongue		814	TBL		1205	ʃɔ³¹	ʃɔ³¹	tongue	ʃ ɔ ³¹	352162
4610	472	noun	ç - ɔ ⁵⁵	the tongue	Xiandao	tongue nbp	0139.29	Achang (Xiandao) TBL	çɔ⁵⁵  | 0139.29	tongue		814	TBL		1205	çɔ⁵⁵	çɔ⁵⁵	tongue	ç ɔ ⁵⁵	352160
4615	477	noun	tɕ o i ⁵⁵	the tooth (front)	Achang_Longchuan	tooth nbp	0137.28	Achang (Longchuan) TBL	tɕoi⁵⁵  | 0137.28	tooth		815	TBL		1380	tɕoi⁵⁵	tɕoi⁵⁵	tooth	tɕ o i ⁵⁵	352058
4618	477	noun	ts u i ⁵¹	the tooth (front)	Atsi	tooth nbp	0137.30	Atsi [Zaiwa] TBL	tsui⁵¹  | 0137.30	tooth		815	TBL		1380	tsui⁵¹	tsui⁵¹	tooth	ts u i ⁵¹	352060
4620	477	noun	t u i ⁵⁵	the tooth (front)	Bola	tooth nbp	0137.32	Bola (Luxi) TBL	tui⁵⁵  | 0137.32	tooth		815	TBL		1380	tui⁵⁵	tui⁵⁵	tooth	t u i ⁵⁵	352062
4625	477	noun	ts ɿ - ³¹	the tooth (front)	Lashi	tooth nbp	0137.33	Leqi (Luxi) TBL	tsɿ³¹  | 0137.33			815	TBL		1380	tsɿ³¹	tsɿ³¹	tooth	ts ɿ ³¹	352063
4628	477	noun	ts ɔ i ³¹	the tooth (front)	Maru	tooth nbp	0137.31	Langsu (Luxi) TBL	tsɔi³¹  | 0137.31			815	TBL		1380	tsɔi³¹	tsɔi³¹	tooth	ts ɔ i ³¹	352061
4630	477	noun	c u i ⁵⁵	the tooth (front)	Xiandao	tooth nbp	0137.29	Achang (Xiandao) TBL	cui⁵⁵  | 0137.29	tooth		815	TBL		1380	cui⁵⁵	cui⁵⁵	tooth	c u i ⁵⁵	352059
4639	479	noun	s a ŋ ³¹ + ts e ŋ ⁵⁵	the tree	Achang_Longchuan	tree n	0372.28	Achang (Longchuan) TBL	saŋ³¹ tseŋ⁵⁵  | 0372.28	tree1 tree2		1190 1191	TBL		906	saŋ³¹tseŋ⁵⁵	saŋ³¹tseŋ⁵⁵	tree	s a ŋ ³¹ + ts e ŋ ⁵⁵	364051
4642	479	noun	s i k ⁵⁵	the tree	Atsi	tree n	0372.30	Atsi [Zaiwa] TBL	sik⁵⁵  | 0372.30	tree		1190	TBL		906	sik⁵⁵	sik⁵⁵	tree	s i k ⁵⁵	364053
4644	479	noun	s a k ⁵⁵	the tree	Bola	tree n	0372.32	Bola (Luxi) TBL	sak⁵⁵  | 0372.32	tree		1190	TBL		906	sak⁵⁵	sak⁵⁵	tree	s a k ⁵⁵	364055
4647	479	noun	s ə̰ k ⁵⁵	the tree	Lashi	tree n	0372.33	Leqi (Luxi) TBL	sə̱k⁵⁵  | 0372.33	tree		1190	TBL		906	sə̱k⁵⁵	sə̱k⁵⁵	tree	s ə̰ k ⁵⁵	364056
4648	479	noun	s a̰ k ⁵⁵	the tree	Maru	tree n	0372.31	Langsu (Luxi) TBL	sa̱k⁵⁵  | 0372.31	tree		1190	TBL		906	sa̱k⁵⁵	sa̱k⁵⁵	tree	s a̰ k ⁵⁵	364054
4650	479	noun	ʂ ɯ k ⁵⁵	the tree	Xiandao	tree n	0372.29	Achang (Xiandao) TBL	ʂɯk⁵⁵  | 0372.29	tree		1190	TBL		906	ʂɯk⁵⁵	ʂɯk⁵⁵	tree	ʂ ɯ k ⁵⁵	364052
4699	1049	other	t ă - ³¹ + s a u ⁵⁵	twenty	Achang_Longchuan	twenty num	0816.28	Achang (Longchuan) TBL	tă³¹ sau⁵⁵  | 0816.28	twenty1 twenty2		1192 841	TBL		1710	tă³¹sau⁵⁵	tă³¹sau⁵⁵	twenty	t ă ³¹ + s a u ⁵⁵	387016
4702	1048	other	- i - ⁵⁵ + tsʰ e - ⁵¹	twenty	Atsi	twenty num	0816.30	Atsi [Zaiwa] TBL	i⁵⁵ tshe⁵¹  | 0816.30	two ten		1193 1196	TBL		1710	i⁵⁵tshe⁵¹	i⁵⁵tshe⁵¹	twenty	i ⁵⁵ + tsʰ e ⁵¹	387018
4704	1048	other	- ḭ - ³⁵ + tʰ a i ⁵⁵	twenty	Bola	twenty num	0816.32	Bola (Luxi) TBL	i̱³⁵ thai⁵⁵  | 0816.32	two ten		1193 1196	TBL		1710	i̱³⁵thai⁵⁵	i̱³⁵thai⁵⁵	twenty	ḭ ³⁵ + tʰ a i ⁵⁵	387020
4706	1048	other	- ə̰ - ⁵⁵ + tsʰ e - ³³	twenty	Lashi	twenty num	0816.33	Leqi (Luxi) TBL	ə̱⁵⁵ tshe³³  | 0816.33	two ten		1193 1196	TBL		1710	ə̱⁵⁵tshe³³	ə̱⁵⁵tshe³³	twenty	ə̰ ⁵⁵ + tsʰ e ³³	387021
4707	1048	other	ʃ ḭ k ⁵⁵ + tsʰ ɛ - ³¹	twenty	Maru	twenty num	0816.31	Langsu (Luxi) TBL	ʃi̱k⁵⁵ tshɛ³¹  | 0816.31	two ten		1194 1196	TBL		1710	ʃi̱k⁵⁵tshɛ³¹	ʃi̱k⁵⁵tshɛ³¹	twenty	ʃ ḭ k ⁵⁵ + tsʰ ɛ ³¹	387019
4709	1049	other	t a - ³¹ + s a u ⁵⁵	twenty	Xiandao	twenty num	0816.29	Achang (Xiandao) TBL	ta³¹ sau⁵⁵  | 0816.29	one twenty		1192 841	TBL		1710	ta³¹sau⁵⁵	ta³¹sau⁵⁵	twenty	t a ³¹ + s a u ⁵⁵	387017
4713	1051	other	s ə k ⁵⁵	two	Achang_Longchuan	two num	0798.28	Achang (Longchuan) TBL	sək⁵⁵  | 0798.28	two		839	TBL		1498	sək⁵⁵	sək⁵⁵	two	s ə k ⁵⁵	386105
4716	1051	other	i - ⁵⁵	two	Atsi	two num	0798.30	Atsi [Zaiwa] TBL	i⁵⁵  | 0798.30	two		838	TBL		1498	i⁵⁵	i⁵⁵	two	i ⁵⁵	386107
4718	1051	other	ḭ - ³⁵	two	Bola	two num	0798.32	Bola (Luxi) TBL	i̱³⁵  | 0798.32	two		838	TBL		1498	i̱³⁵	i̱³⁵	two	ḭ ³⁵	386109
4721	1051	other	ə̰ k ⁵⁵	two	Lashi	two num	0798.33	Leqi (Luxi) TBL	ə̱k⁵⁵  | 0798.33	two		838	TBL		1498	ə̱k⁵⁵	ə̱k⁵⁵	two	ə̰ k ⁵⁵	386110
4722	1051	other	ʃ ḭ k ⁵⁵	two	Maru	two num	0798.31	Langsu (Luxi) TBL	ʃi̱k⁵⁵  | 0798.31	two		839	TBL		1498	ʃi̱k⁵⁵	ʃi̱k⁵⁵	two	ʃ ḭ k ⁵⁵	386108
4724	1051	other	s ɤ k ⁵⁵	two	Xiandao	two num	0798.29	Achang (Xiandao) TBL	sɤk⁵⁵  | 0798.29	two		839	TBL		1498	sɤk⁵⁵	sɤk⁵⁵	two	s ɤ k ⁵⁵	386106
4780	1034	verb	pʰ a t ⁵⁵	to vomit	Achang_Longchuan	throw up / vomit v.	1535.28	Achang (Longchuan) TBL	phat⁵⁵  | 1535.28			856	TBL		1278	phat⁵⁵	phat⁵⁵	throw up / vomit	pʰ a t ⁵⁵	421100
4783	1034	verb	pʰ a t ⁵⁵	to vomit	Atsi	throw up / vomit v.	1535.30	Atsi [Zaiwa] TBL	phat⁵⁵  | 1535.30	vomit		856	TBL		1278	phat⁵⁵	phat⁵⁵	throw up / vomit	pʰ a t ⁵⁵	421102
4785	407	verb	t a u ʔ ³¹	to vomit	Bola	throw up / vomit v.	1535.32	Bola (Luxi) TBL	tauʔ³¹  | 1535.32	vomit		857	TBL		1278	tauʔ³¹	tauʔ³¹	throw up / vomit	t a u ʔ ³¹	421104
4788	1034	verb	pʰ aː t ⁵⁵	to vomit	Lashi	throw up / vomit v.	1535.33	Leqi (Luxi) TBL	phaːt⁵⁵  | 1535.33	vomit		856	TBL		1278	phaːt⁵⁵	phaːt⁵⁵	throw up / vomit	pʰ aː t ⁵⁵	421105
4790	407	verb	t a u k ³¹	to vomit	Maru	throw up / vomit v.	1535.31	Langsu (Luxi) TBL	tauk³¹  | 1535.31			857	TBL		1278	tauk³¹	tauk³¹	throw up / vomit	t a u k ³¹	421103
4793	1034	verb	pʰ a t ⁵⁵	to vomit	Xiandao	throw up / vomit v.	1535.29	Achang (Xiandao) TBL	phat⁵⁵  | 1535.29	vomit		856	TBL		1278	phat⁵⁵	phat⁵⁵	throw up / vomit	pʰ a t ⁵⁵	421101
4798	1037	verb	s - o ³¹	to walk	Achang_Longchuan	walk v.	1815.28	Achang (Longchuan) TBL	so³¹  | 1815.28	go		859	TBL		1443	so³¹	so³¹	walk	s o ³¹	434207
4801	1037	verb	s - o ²¹	to walk	Atsi	walk v.	1815.30	Atsi [Zaiwa] TBL	so²¹  | 1815.30	go		859	TBL		1443	so²¹	so²¹	walk	s o ²¹	434209
4803	1037	verb	s - ɔ ³⁵	to walk	Bola	walk v.	1815.32	Bola (Luxi) TBL	sɔ³⁵  | 1815.32	go		859	TBL		1443	sɔ³⁵	sɔ³⁵	walk	s ɔ ³⁵	434211
4805	1037	verb	s - ɔ̰ː ⁵⁵	to walk	Lashi	walk v.	1815.33	Leqi (Luxi) TBL	sɔ̱ː⁵⁵  | 1815.33			859	TBL		1443	sɔ̱ː⁵⁵	sɔ̱ː⁵⁵	walk	s ɔ̰ː ⁵⁵	434212
4806	1037	verb	s - u ³⁵	to walk	Maru	walk v.	1815.31	Langsu (Luxi) TBL	su³⁵  | 1815.31			859	TBL		1443	su³⁵	su³⁵	walk	s u ³⁵	434210
4808	1037	verb	s - o ³¹	to walk	Xiandao	walk v.	1815.29	Achang (Xiandao) TBL	so³¹  | 1815.29	go		859	TBL		1443	so³¹	so³¹	walk	s o ³¹	434208
4865	486	noun	t i ⁵⁵	the water	Achang_Longchuan	water n	0047.28	Achang (Longchuan) TBL	ti⁵⁵  | 0047.28	water		867	TBL		948	ti⁵⁵	ti⁵⁵	water	t i ⁵⁵	347401
