ID	DOCULECT	DOCULECT_IS	CONCEPT	ID_IS	VALUE	SEGMENTED_VALUE	TOKENS	STRUCTURE	COGID
575	Xiandao	Nishi Xiandao	dog	108	fui³¹	fu i ³¹	f u i ³¹	i m n t	108
576	Lashi	Nishi Leqi/Lashi	dog	108	khui⁵⁵	khu i ⁵⁵	kʰ u i ⁵⁵	i m n t	108
577	Bola	Nishi Bola	dog	108	khui³⁵	khu i ³⁵	kʰ u i ³⁵	i m n t	108
578	Achang	Nishi Achang	dog	108	xui³¹	xu i ³¹	x u i ³¹	i m n t	108
579	Atsi	Nishi Zaiwa/Atsi	dog	108	khui²¹	khu i ²¹	kʰ u i ²¹	i m n t	108
1732	Maru	Nishi Langsu/Maru	dream vi	333	-maɂ⁵⁵	- m aɂ ⁵⁵	+ m a ʔ ⁵⁵	+ i n c t	332
1733	Xiandao	Nishi Xiandao	dream vi	333	-mɔɂ⁵⁵	- m ɔɂ ⁵⁵	+ m ɔ ʔ ⁵⁵	+ i n c t	332
1734	Lashi	Nishi Leqi/Lashi	dream vi	333	-mɔɂ³¹	- m ɔɂ ³¹	+ m ɔ ʔ ³¹	+ i n c t	332
1735	Bola	Nishi Bola	dream vi	333	-maɂ⁵⁵	- m aɂ ⁵⁵	+ m a ʔ ⁵⁵	+ i n c t	332
1736	Achang	Nishi Achang	dream vi	333	-mɔɂ⁵⁵	- m ɔɂ ⁵⁵	+ m ɔ ʔ ⁵⁵	+ i n c t	332
1737	Atsi	Nishi Zaiwa/Atsi	dream vi	333	-moɂ²¹	- m oɂ ²¹	+ m o ʔ ²¹	+ i n c t	332
1664	Xiandao	Nishi Xiandao	drop (oil)	317	cak⁵⁵	c ak ⁵⁵	c/ts a k ⁵⁵	i n c t	316
1665	Lashi	Nishi Leqi/Lashi	drop (oil)	317	tsɔɂ³¹	ts ɔɂ ³¹	ts ɔ ʔ ³¹	i n c t	316
1666	Achang	Nishi Achang	drop (oil)	317	tɕɔk⁵⁵	tɕ ɔk ⁵⁵	tɕ ɔ k ⁵⁵	i m n c t	316
1188	Maru	Nishi Langsu/Maru	drop; fall down	222	kjɔ⁵⁵	kj ɔ ⁵⁵	k j ɔ ⁵⁵	i m n t	222
1189	Xiandao	Nishi Xiandao	drop; fall down	222	kʐɔ³⁵	kʐ ɔ ³⁵	kʐ ɔ ³⁵	i n t	222
1190	Lashi	Nishi Leqi/Lashi	drop; fall down	222	kjɔ:⁵⁵	kj ɔ: ⁵⁵	k j ɔ: ⁵⁵	i m n t	222
1191	Bola	Nishi Bola	drop; fall down	222	kja³⁵	kj a ³⁵	k j a ³⁵	i m n t	222
1192	Achang	Nishi Achang	drop; fall down	222	kʐua³⁵	kʐu a ³⁵	kʐ u a ³⁵	i m n t	222
1193	Atsi	Nishi Zaiwa/Atsi	drop; fall down	222	kjo⁵⁵	kj o ⁵⁵	k j o ⁵⁵	i m n t	222
244	Maru	Nishi Langsu/Maru	drum	47	tsaŋ³¹-	ts aŋ ³¹ -	ts a ŋ ³¹ +	i n c t +	47
245	Lashi	Nishi Leqi/Lashi	drum	47	tsəŋ³¹	ts əŋ ³¹	ts ə ŋ ³¹	i n c t	47
246	Bola	Nishi Bola	drum	47	taŋ⁵⁵	t aŋ ⁵⁵	t a ŋ ⁵⁵	i n c t	47
247	Achang	Nishi Achang	drum	47	tɕeŋ⁵⁵	tɕ eŋ ⁵⁵	tɕ e ŋ ⁵⁵	i m n c t	47
248	Atsi	Nishi Zaiwa/Atsi	drum	47	tsiŋ⁵¹	ts iŋ ⁵¹	ts i ŋ ⁵¹	i n c t	47
1390	Maru	Nishi Langsu/Maru	dusk, twilight	264	tʃhaɂ⁵⁵-	tʃh aɂ ⁵⁵ -	tʃʰ a ʔ ⁵⁵ +	i n c t +	263
1391	Xiandao	Nishi Xiandao	dusk, twilight	264	-chot⁵⁵	- ch ot ⁵⁵	+ ch/tsʰ o t ⁵⁵	+ i n c t	263
1392	Lashi	Nishi Leqi/Lashi	dusk, twilight	264	tʃhɔɂ⁵⁵-	tʃh ɔɂ ⁵⁵ -	tʃʰ ɔ ʔ ⁵⁵ +	i n c t +	263
1393	Achang	Nishi Achang	dusk, twilight	264	-tɕhot³⁵	- tɕh ot ³⁵	+ tɕʰ o t ³⁵	+ i n c t	263
529	Maru	Nishi Langsu/Maru	dye (cloth)	99	tshuk⁵⁵	tsh uk ⁵⁵	tsʰ u k ⁵⁵	i n c t	99
530	Xiandao	Nishi Xiandao	dye (cloth)	99	tʂhau³¹	tʂh au ³¹	tʂʰ a u ³¹	i n nn t	99
531	Lashi	Nishi Leqi/Lashi	dye (cloth)	99	tsha:u⁵⁵	tsh a:u ⁵⁵	tsʰ a: u ⁵⁵	i n nn t	99
532	Bola	Nishi Bola	dye (cloth)	99	tshau³⁵	tsh au ³⁵	tsʰ a u ³⁵	i n nn t	99
533	Achang	Nishi Achang	dye (cloth)	99	tʂhau³¹	tʂh au ³¹	tʂʰ a u ³¹	i n nn t	99
534	Atsi	Nishi Zaiwa/Atsi	dye (cloth)	99	tshau²¹	tsh au ²¹	tsʰ a u ²¹	i n nn t	99
328	Maru	Nishi Langsu/Maru	ear, spike	62	nɛ̃³¹	n ɛ̃ ³¹	n ɛ̃ ∼ ³¹	i n c t	62
329	Xiandao	Nishi Xiandao	ear, spike	62	-n̥am⁵⁵	- n̥ am ⁵⁵	+ n̥ a m ⁵⁵	+ i n c t	62
330	Lashi	Nishi Leqi/Lashi	ear, spike	62	-nạm³³	- n ạm ³³	+ n a̰ m ³³	+ i n c t	62
331	Bola	Nishi Bola	ear, spike	62	nɛ̣̃⁵⁵	n ɛ̣̃ ⁵⁵	n ɛ̰̃ ∼ ⁵⁵	i n c t	62
332	Achang	Nishi Achang	ear, spike	62	-n̥am⁵⁵	- n̥ am ⁵⁵	+ n̥ a m ⁵⁵	+ i n c t	62
333	Atsi	Nishi Zaiwa/Atsi	ear, spike	62	-nạm⁵¹	- n ạm ⁵¹	+ n a̰ m ⁵¹	+ i n c t	62
1762	Maru	Nishi Langsu/Maru	early	340	nɔɂ⁵⁵	n ɔɂ ⁵⁵	n ɔ ʔ ⁵⁵	i n c t	338
1763	Xiandao	Nishi Xiandao	early	340	nɔɂ⁵⁵	n ɔɂ ⁵⁵	n ɔ ʔ ⁵⁵	i n c t	338
1764	Lashi	Nishi Leqi/Lashi	early	340	nɔ:ɂ⁵⁵	n ɔ:ɂ ⁵⁵	n ɔ: ʔ ⁵⁵	i n c t	338
1765	Bola	Nishi Bola	early	340	naɂ⁵⁵	n aɂ ⁵⁵	n a ʔ ⁵⁵	i n c t	338
1766	Achang	Nishi Achang	early	340	nɔɂ⁵⁵	n ɔɂ ⁵⁵	n ɔ ʔ ⁵⁵	i n c t	338
1767	Atsi	Nishi Zaiwa/Atsi	early	340	noɂ²¹	n oɂ ²¹	n o ʔ ²¹	i n c t	338
293	Maru	Nishi Langsu/Maru	earth, soil	55	mjik³¹	mj ik ³¹	m j i k ³¹	i m n c t	56
294	Xiandao	Nishi Xiandao	earth, soil	55	m̥i⁵⁵	m̥ i ⁵⁵	m̥ i ⁵⁵	i n t	56
295	Lashi	Nishi Leqi/Lashi	earth, soil	55	mji³¹-	mj i ³¹ -	m j i ³¹ +	i m n t +	56
296	Bola	Nishi Bola	earth, soil	55	məi⁵⁵	m əi ⁵⁵	m ə i ⁵⁵	i n nn t	56
297	Bola	Nishi Bola	earth, soil	55	mi⁵⁵-	m i ⁵⁵ -	m i ⁵⁵ +	i n t +	56
298	Achang	Nishi Achang	earth, soil	55	mi⁵⁵	m i ⁵⁵	m i ⁵⁵	i n t	56
299	Atsi	Nishi Zaiwa/Atsi	earth, soil	55	mji⁵¹-	mj i ⁵¹ -	m j i ⁵¹ +	i m n t +	56
867	Maru	Nishi Langsu/Maru	eat	162	tsɔ³⁵	ts ɔ ³⁵	ts ɔ ³⁵	i n t	162
868	Lashi	Nishi Leqi/Lashi	eat	162	tsɔ:³³	ts ɔ: ³³	ts ɔ: ³³	i n t	162
869	Bola	Nishi Bola	eat	162	ta³¹	t a ³¹	t a ³¹	i n t	162
870	Achang	Nishi Achang	eat	162	cɔ³¹	c ɔ ³¹	c/ts ɔ ³¹	i n t	162
871	Atsi	Nishi Zaiwa/Atsi	eat	162	tso²¹	ts o ²¹	ts o ²¹	i n t	162
1287	Maru	Nishi Langsu/Maru	egg	242	ạu⁵⁵	ạu ⁵⁵	a̰ u ⁵⁵	n nn t	242
1288	Xiandao	Nishi Xiandao	egg	242	u³¹	u ³¹	u ³¹	n t	242
1289	Lashi	Nishi Leqi/Lashi	egg	242	ụ⁵³	ụ ⁵³	ṵ ⁵³	n t	242
1290	Bola	Nishi Bola	egg	242	ụ⁵⁵	ụ ⁵⁵	ṵ ⁵⁵	n t	242
1291	Achang	Nishi Achang	egg	242	uɂ³⁵	uɂ ³⁵	u ʔ ³⁵	n c t	242
1292	Atsi	Nishi Zaiwa/Atsi	egg	242	-u⁵⁵	- u ⁵⁵	+ u ⁵⁵	+ n t	242
1576	Maru	Nishi Langsu/Maru	eight	300	ʃɛɂ⁵⁵	ʃ ɛɂ ⁵⁵	ʃ ɛ ʔ ⁵⁵	i n c t	299
1577	Xiandao	Nishi Xiandao	eight	300	çɛt⁵⁵	ç ɛt ⁵⁵	ɕ ɛ t ⁵⁵	i n c t	299
1578	Lashi	Nishi Leqi/Lashi	eight	300	ʃɛ̣̣t⁵⁵	ʃ ɛ̣̣t ⁵⁵	ʃ ɛ̰ t ⁵⁵	i n c t	299
1579	Bola	Nishi Bola	eight	300	ʃɛɂ⁵⁵	ʃ ɛɂ ⁵⁵	ʃ ɛ ʔ ⁵⁵	i n c t	299
1580	Achang	Nishi Achang	eight	300	ɕet⁵⁵	ɕ et ⁵⁵	ɕ e t ⁵⁵	i n c t	299
1581	Atsi	Nishi Zaiwa/Atsi	eight	300	ʃit⁵⁵	ʃ it ⁵⁵	ʃ i t ⁵⁵	i n c t	299
48	Maru	Nishi Langsu/Maru	elephant	10	tshɛ̃³¹	tsh ɛ̃ ³¹	tsʰ ɛ̃ ∼ ³¹	i n c t	10
49	Xiandao	Nishi Xiandao	elephant	10	chaŋ⁵⁵	ch aŋ ⁵⁵	ch/tsʰ a ŋ ⁵⁵	i n c t	10
50	Lashi	Nishi Leqi/Lashi	elephant	10	tshaŋ³³	tsh aŋ ³³	tsʰ a ŋ ³³	i n c t	10
51	Bola	Nishi Bola	elephant	10	tshɔ̃⁵⁵	tsh ɔ̃ ⁵⁵	tsʰ ɔ̃ ∼ ⁵⁵	i n c t	10
52	Achang	Nishi Achang	elephant	10	tɕhaŋ⁵⁵	tɕh aŋ ⁵⁵	tɕʰ a ŋ ⁵⁵	i n c t	10
440	Maru	Nishi Langsu/Maru	enter	83	vɔ̃³¹	v ɔ̃ ³¹	v ɔ̃ ∼ ³¹	i n c t	83
441	Xiandao	Nishi Xiandao	enter	83	oŋ⁵⁵	oŋ ⁵⁵	o ŋ ⁵⁵	n c t	83
442	Lashi	Nishi Leqi/Lashi	enter	83	va:ŋ³¹	v a:ŋ ³¹	v a: ŋ ³¹	i n c t	83
443	Bola	Nishi Bola	enter	83	vɔ̃⁵⁵	v ɔ̃ ⁵⁵	v ɔ̃ ∼ ⁵⁵	i n c t	83
444	Achang	Nishi Achang	enter	83	ɔŋ⁵⁵	ɔŋ ⁵⁵	ɔ ŋ ⁵⁵	n c t	83
445	Atsi	Nishi Zaiwa/Atsi	enter	83	vaŋ⁵¹	v aŋ ⁵¹	v a ŋ ⁵¹	i n c t	83
592	Maru	Nishi Langsu/Maru	excrement	111	khjik⁵⁵	khj ik ⁵⁵	kʰ j i k ⁵⁵	i m n c t	111
593	Xiandao	Nishi Xiandao	excrement	111	khɯ³¹	kh ɯ ³¹	kʰ ɯ ³¹	i n t	111
594	Lashi	Nishi Leqi/Lashi	excrement	111	khjei⁵⁵	khj ei ⁵⁵	kʰ j e i ⁵⁵	i m n nn t	111
595	Bola	Nishi Bola	excrement	111	khji³⁵	khj i ³⁵	kʰ j i ³⁵	i m n t	111
596	Achang	Nishi Achang	excrement	111	tɕhi³¹	tɕh i ³¹	tɕʰ i ³¹	i n t	111
597	Atsi	Nishi Zaiwa/Atsi	excrement	111	khji²¹	khj i ²¹	kʰ j i ²¹	i m n t	111
490	Maru	Nishi Langsu/Maru	expensive	92	phuk⁵⁵	phu k ⁵⁵	pʰ u k ⁵⁵	i m i t	92
491	Lashi	Nishi Leqi/Lashi	expensive	92	pha:u⁵⁵	ph a:u ⁵⁵	pʰ a: u ⁵⁵	i n nn t	92
492	Bola	Nishi Bola	expensive	92	phau³⁵	ph au ³⁵	pʰ a u ³⁵	i n nn t	92
493	Atsi	Nishi Zaiwa/Atsi	expensive	92	phau²¹	ph au ²¹	pʰ a u ²¹	i n nn t	92
1738	Maru	Nishi Langsu/Maru	eye	335	mjɔɂ³¹-	mj ɔɂ ³¹ -	m j ɔ ʔ ³¹ +	i m n c t +	333
1739	Xiandao	Nishi Xiandao	eye	335	ɲɔɂ⁵⁵	ɲ ɔɂ ⁵⁵	ɲ ɔ ʔ ⁵⁵	i n c t	333
1740	Lashi	Nishi Leqi/Lashi	eye	335	mjɔɂ³¹	mj ɔɂ ³¹	m j ɔ ʔ ³¹	i m n c t	333
1741	Bola	Nishi Bola	eye	335	mjaɂ³¹-	mj aɂ ³¹ -	m j a ʔ ³¹ +	i m n c t +	333
1742	Achang	Nishi Achang	eye	335	ñɔɂ⁵⁵-	ñ ɔɂ ⁵⁵ -	ɲ ɔ ʔ ⁵⁵ +	i n c t +	333
1743	Atsi	Nishi Zaiwa/Atsi	eye	335	mjoɂ²¹-	mj oɂ ²¹ -	m j o ʔ ²¹ +	i m n c t +	333
1075	Maru	Nishi Langsu/Maru	far	199	va³⁵	v a ³⁵	v a ³⁵	i n t	199
1076	Xiandao	Nishi Xiandao	far	199	vɛ³¹	v ɛ ³¹	v ɛ ³¹	i n t	199
1077	Lashi	Nishi Leqi/Lashi	far	199	vɛ:³³	v ɛ: ³³	v ɛ: ³³	i n t	199
1078	Bola	Nishi Bola	far	199	vɛ³¹	v ɛ ³¹	v ɛ ³¹	i n t	199
1079	Achang	Nishi Achang	far	199	ve³¹	v e ³¹	v e ³¹	i n t	199
1080	Atsi	Nishi Zaiwa/Atsi	far	199	ve²¹	v e ²¹	v e ²¹	i n t	199
33	Maru	Nishi Langsu/Maru	fat  (pig)	7	tshau³¹	tsh au ³¹	tsʰ a u ³¹	i n nn t	7
34	Lashi	Nishi Leqi/Lashi	fat  (pig)	7	tshu:³³	tsh u: ³³	tsʰ u: ³³	i n t	7
35	Bola	Nishi Bola	fat  (pig)	7	tshu⁵⁵	tsh u ⁵⁵	tsʰ u ⁵⁵	i n t	7
36	Achang	Nishi Achang	fat  (pig)	7	tɕho⁵⁵	tɕh o ⁵⁵	tɕʰ o ⁵⁵	i n t	7
37	Atsi	Nishi Zaiwa/Atsi	fat  (pig)	7	tshu⁵¹	tsh u ⁵¹	tsʰ u ⁵¹	i n t	7
1673	Maru	Nishi Langsu/Maru	female genitals	319	tʃauk³¹	tʃ auk ³¹	tʃ a u k ³¹	i n nn c t	318
1674	Xiandao	Nishi Xiandao	female genitals	319	cuɂ⁵⁵	c uɂ ⁵⁵	c/ts u ʔ ⁵⁵	i n c t	318
1675	Lashi	Nishi Leqi/Lashi	female genitals	319	tʃuɂ³¹	tʃ uɂ ³¹	tʃ u ʔ ³¹	i n c t	318
1676	Bola	Nishi Bola	female genitals	319	tʃauɂ³¹	tʃ auɂ ³¹	tʃ a u ʔ ³¹	i n nn c t	318
1677	Achang	Nishi Achang	female genitals	319	tɕuɂ³¹-	tɕ uɂ ³¹ -	tɕ u ʔ ³¹ +	i m n c t +	318
1678	Atsi	Nishi Zaiwa/Atsi	female genitals	319	tʃoɂ²¹	tʃ oɂ ²¹	tʃ o ʔ ²¹	i n c t	318
1293	Maru	Nishi Langsu/Maru	female suffix	243	mɔ⁵⁵	m ɔ ⁵⁵	m ɔ ⁵⁵	i n t	243
1294	Xiandao	Nishi Xiandao	female suffix	243	-mɔ³¹	- m ɔ ³¹	+ m ɔ ³¹	+ i n t	243
1295	Lashi	Nishi Leqi/Lashi	female suffix	243	-mo⁵⁵	- m o ⁵⁵	+ m o ⁵⁵	+ i n t	243
1296	Bola	Nishi Bola	female suffix	243	maɂ³¹	m aɂ ³¹	m a ʔ ³¹	i n c t	243
1297	Achang	Nishi Achang	female suffix	243	-mɔɂ³⁵	- m ɔɂ ³⁵	+ m ɔ ʔ ³⁵	+ i n c t	243
1298	Atsi	Nishi Zaiwa/Atsi	female suffix	243	-mo⁵⁵	- m o ⁵⁵	+ m o ⁵⁵	+ i n t	243
59	Maru	Nishi Langsu/Maru	fetch/draw(water)	12	khɛ̃³¹	kh ɛ̃ ³¹	kʰ ɛ̃ ∼ ³¹	i n c t	12
60	Bola	Nishi Bola	fetch/draw(water)	12	khɛ̃⁵⁵	kh ɛ̃ ⁵⁵	kʰ ɛ̃ ∼ ⁵⁵	i n c t	12
61	Achang	Nishi Achang	fetch/draw(water)	12	xam⁵⁵	x am ⁵⁵	x a m ⁵⁵	i n c t	12
62	Atsi	Nishi Zaiwa/Atsi	fetch/draw(water)	12	kham⁵¹	kh am ⁵¹	kʰ a m ⁵¹	i n c t	12
451	Maru	Nishi Langsu/Maru	fields	85	jɔ³¹	j ɔ ³¹	j ɔ ³¹	m n t	85
452	Xiandao	Nishi Xiandao	fields	85	jɔ⁵⁵-	j ɔ ⁵⁵ -	j ɔ ⁵⁵ +	m n t +	85
453	Lashi	Nishi Leqi/Lashi	fields	85	jo³¹-	j o ³¹ -	j o ³¹ +	m n t +	85
454	Bola	Nishi Bola	fields	85	ji³¹-	j i ³¹ -	j i ³¹ +	m n t +	85
455	Achang	Nishi Achang	fields	85	ʑɔ⁵⁵	ʑ ɔ ⁵⁵	ʑ ɔ ⁵⁵	i n t	85
456	Atsi	Nishi Zaiwa/Atsi	fields	85	jɔ⁵¹	j ɔ ⁵¹	j ɔ ⁵¹	m n t	85
1093	Xiandao	Nishi Xiandao	fill up	202	phɯŋ³⁵	ph ɯŋ ³⁵	pʰ ɯ ŋ ³⁵	i n c t	202
1094	Bola	Nishi Bola	fill up	202	pjạŋ³⁵	pj ạŋ ³⁵	p j a̰ ŋ ³⁵	i m n c t	202
747	Maru	Nishi Langsu/Maru	finger	140	-ŋjụk⁵⁵	- ŋj ụk ⁵⁵	+ ŋ j ṵ k ⁵⁵	+ i m n c t	140
748	Xiandao	Nishi Xiandao	finger	140	-ɲ̊au³¹	- ɲ̊ au ³¹	+ ɲ̊ a u ³¹	+ i n nn t	140
749	Lashi	Nishi Leqi/Lashi	finger	140	-ŋjọ⁵⁵	- ŋj ọ ⁵⁵	+ ŋ j o̰ ⁵⁵	+ i m n t	140
750	Bola	Nishi Bola	finger	140	-ŋjụŋ³⁵	- ŋj ụŋ ³⁵	+ ŋ j ṵ ŋ ³⁵	+ i m n c t	140
751	Achang	Nishi Achang	finger	140	-ñ̥au³¹	- ñ̥ au ³¹	+ ɲ̊ a u ³¹	+ i n nn t	140
752	Atsi	Nishi Zaiwa/Atsi	finger	140	-ŋjụ²¹	- ŋj ụ ²¹	+ ŋ j ṵ ²¹	+ i m n t	140
919	Maru	Nishi Langsu/Maru	fire	172	mji³⁵	mj i ³⁵	m j i ³⁵	i m n t	172
920	Xiandao	Nishi Xiandao	fire	172	n̥i³¹-	n̥ i ³¹ -	n̥ i ³¹ +	i n t +	172
921	Lashi	Nishi Leqi/Lashi	fire	172	mji³³	mj i ³³	m j i ³³	i m n t	172
922	Bola	Nishi Bola	fire	172	mi³¹	m i ³¹	m i ³¹	i n t	172
923	Achang	Nishi Achang	fire	172	ni³¹-	n i ³¹ -	n i ³¹ +	i n t +	172
924	Atsi	Nishi Zaiwa/Atsi	fire	172	mji²¹	mj i ²¹	m j i ²¹	i m n t	172
1790	Maru	Nishi Langsu/Maru	fire-tongs	346	ŋjɛɂ³¹-	ŋj ɛɂ ³¹ -	ŋ j ɛ ʔ ³¹ +	i m n c t +	344
1791	Xiandao	Nishi Xiandao	fire-tongs	346	-ɲap⁵⁵	- ɲ ap ⁵⁵	+ ɲ a p ⁵⁵	+ i n c t	344
1792	Lashi	Nishi Leqi/Lashi	fire-tongs	346	ŋjap³¹-	ŋj ap ³¹ -	ŋ j a p ³¹ +	i m n c t +	344
1793	Bola	Nishi Bola	fire-tongs	346	ŋjɛɂ³¹-	ŋj ɛɂ ³¹ -	ŋ j ɛ ʔ ³¹ +	i m n c t +	344
1794	Achang	Nishi Achang	fire-tongs	346	-ñap⁵⁵	- ñ ap ⁵⁵	+ ɲ a p ⁵⁵	+ i n c t	344
1795	Atsi	Nishi Zaiwa/Atsi	fire-tongs	346	ŋjap²¹	ŋj ap ²¹	ŋ j a p ²¹	i m n c t	344
505	Maru	Nishi Langsu/Maru	firewood	95	thɔ̃³⁵	th ɔ̃ ³⁵	tʰ ɔ̃ ∼ ³⁵	i n c t	95
506	Xiandao	Nishi Xiandao	firewood	95	thɔŋ³¹	th ɔŋ ³¹	tʰ ɔ ŋ ³¹	i n c t	95
507	Lashi	Nishi Leqi/Lashi	firewood	95	thaŋ⁵⁵	th aŋ ⁵⁵	tʰ a ŋ ⁵⁵	i n c t	95
508	Bola	Nishi Bola	firewood	95	thɔ̃³⁵	th ɔ̃ ³⁵	tʰ ɔ̃ ∼ ³⁵	i n c t	95
509	Achang	Nishi Achang	firewood	95	thuaŋ³¹	thu aŋ ³¹	tʰ u a ŋ ³¹	i m n c t	95
510	Atsi	Nishi Zaiwa/Atsi	firewood	95	thaŋ²¹	th aŋ ²¹	tʰ a ŋ ²¹	i n c t	95
1010	Maru	Nishi Langsu/Maru	five	188	ŋɔ⁵⁵	ŋ ɔ ⁵⁵	ŋ ɔ ⁵⁵	i n t	188
1011	Xiandao	Nishi Xiandao	five	188	ŋɔ³¹	ŋ ɔ ³¹	ŋ ɔ ³¹	i n t	188
1012	Lashi	Nishi Leqi/Lashi	five	188	ŋ³³	ŋ ³³	ŋ ³³	i t	188
1013	Bola	Nishi Bola	five	188	ŋa³¹	ŋ a ³¹	ŋ a ³¹	i n t	188
1014	Achang	Nishi Achang	five	188	ŋɔ³¹	ŋ ɔ ³¹	ŋ ɔ ³¹	i n t	188
1015	Atsi	Nishi Zaiwa/Atsi	five	188	ŋɔ²¹	ŋ ɔ ²¹	ŋ ɔ ²¹	i n t	188
1598	Maru	Nishi Langsu/Maru	flash	304	lẹɂ⁵⁵-	l ẹɂ ⁵⁵ -	l ḛ ʔ ⁵⁵ +	i n c t +	303
1599	Xiandao	Nishi Xiandao	flash	304	l̥ɛp⁵⁵	l̥ ɛp ⁵⁵	l̥ ɛ p ⁵⁵	i n c t	303
1600	Lashi	Nishi Leqi/Lashi	flash	304	lạp⁵⁵-	l ạp ⁵⁵ -	l a̰ p ⁵⁵ +	i n c t +	303
1601	Bola	Nishi Bola	flash	304	lɛ̣̣p⁵⁵-	l ɛ̣̣p ⁵⁵ -	l ɛ̰ p ⁵⁵ +	i n c t +	303
1602	Atsi	Nishi Zaiwa/Atsi	flash	304	lạp⁵⁵-	l ạp ⁵⁵ -	l a̰ p ⁵⁵ +	i n c t +	303
795	Maru	Nishi Langsu/Maru	flea	149	-lạ³⁵	- l ạ ³⁵	+ l a̰ ³⁵	+ i n t	149
796	Xiandao	Nishi Xiandao	flea	149	-lai³¹	- l ai ³¹	+ l a i ³¹	+ i n nn t	149
797	Lashi	Nishi Leqi/Lashi	flea	149	-lẹi⁵⁵	- lẹ i ⁵⁵	+ l ḛ i ⁵⁵	+ i n n t	149
798	Bola	Nishi Bola	flea	149	-lụi³⁵	- l ụi ³⁵	+ l ṵ i ³⁵	+ i n nn t	149
799	Achang	Nishi Achang	flea	149	l̥i³¹	l̥ i ³¹	l̥ i ³¹	i n t	149
800	Atsi	Nishi Zaiwa/Atsi	flea	149	-lại²¹	- l ại ²¹	+ l a̰ i ²¹	+ i n nn t	149
811	Maru	Nishi Langsu/Maru	flower	152	pəŋ³⁵	p əŋ ³⁵	p ə ŋ ³⁵	i n c t	152
812	Xiandao	Nishi Xiandao	flower	152	pan⁵⁵-	p an ⁵⁵ -	p a n ⁵⁵ +	i n c t +	152
813	Lashi	Nishi Leqi/Lashi	flower	152	pan³³	p an ³³	p a n ³³	i n c t	152
814	Bola	Nishi Bola	flower	152	pɛ̃³¹-	p ɛ̃ ³¹ -	p ɛ̃ ∼ ³¹ +	i n c t +	152
815	Atsi	Nishi Zaiwa/Atsi	flower	152	pan²¹	p an ²¹	p a n ²¹	i n c t	152
480	Maru	Nishi Langsu/Maru	fly n.	90	jɔ̃³¹-	j ɔ̃ ³¹ -	j ɔ̃ ∼ ³¹ +	m n c t +	90
481	Lashi	Nishi Leqi/Lashi	fly n.	90	jaŋ³¹-	j aŋ ³¹ -	j a ŋ ³¹ +	m n c t +	90
482	Bola	Nishi Bola	fly n.	90	jɔ̃⁵⁵-	j ɔ̃ ⁵⁵ -	j ɔ̃ ∼ ⁵⁵ +	m n c t +	90
483	Atsi	Nishi Zaiwa/Atsi	fly n.	90	jaŋ⁵¹-	j aŋ ⁵¹ -	j a ŋ ⁵¹ +	m n c t +	90
1106	Maru	Nishi Langsu/Maru	follow	206	tʃhɔ̃⁵⁵	tʃh ɔ̃ ⁵⁵	tʃʰ ɔ̃ ∼ ⁵⁵	i n c t	206
1107	Xiandao	Nishi Xiandao	follow	206	tʂhaŋ³⁵	tʂh aŋ ³⁵	tʂʰ a ŋ ³⁵	i n c t	206
1108	Lashi	Nishi Leqi/Lashi	follow	206	tʃha:ŋ⁵³	tʃh a:ŋ ⁵³	tʃʰ a: ŋ ⁵³	i n c t	206
1109	Bola	Nishi Bola	follow	206	tʃhɔ̃³⁵	tʃh ɔ̃ ³⁵	tʃʰ ɔ̃ ∼ ³⁵	i n c t	206
1110	Achang	Nishi Achang	follow	206	tʂhaŋ³⁵	tʂh aŋ ³⁵	tʂʰ a ŋ ³⁵	i n c t	206
1111	Atsi	Nishi Zaiwa/Atsi	follow	206	tʃhaŋ⁵⁵	tʃh aŋ ⁵⁵	tʃʰ a ŋ ⁵⁵	i n c t	206
86	Maru	Nishi Langsu/Maru	foot	18	khjik³¹	khj ik ³¹	kʰ j i k ³¹	i m n c t	18
87	Xiandao	Nishi Xiandao	foot	18	chi⁵⁵	ch i ⁵⁵	ch/tsʰ i ⁵⁵	i n t	18
88	Lashi	Nishi Leqi/Lashi	foot	18	khjei³³	khj ei ³³	kʰ j e i ³³	i m n nn t	18
89	Bola	Nishi Bola	foot	18	khji⁵⁵	khj i ⁵⁵	kʰ j i ⁵⁵	i m n t	18
90	Achang	Nishi Achang	foot	18	tɕhi⁵⁵	tɕh i ⁵⁵	tɕʰ i ⁵⁵	i n t	18
91	Atsi	Nishi Zaiwa/Atsi	foot	18	khji⁵¹	khj i ⁵¹	kʰ j i ⁵¹	i m n t	18
1118	Maru	Nishi Langsu/Maru	forget	209	mjịk⁵⁵	mj ịk ⁵⁵	m j ḭ k ⁵⁵	i m n c t	209
1119	Xiandao	Nishi Xiandao	forget	209	niɂ⁵⁵ni³⁵	n iɂ ⁵⁵ n i ³⁵	n i ɂ ⁵⁵ n i ³⁵	i n c t i n t	209
1120	Lashi	Nishi Leqi/Lashi	forget	209	mjẹ:i⁵³	m jẹ:i ⁵³	m j ḛ: i ⁵³	i m n nn t	209
1121	Bola	Nishi Bola	forget	209	mə̣i³⁵	m ə̣i ³⁵	m ə̰ i ³⁵	i n nn t	209
1122	Achang	Nishi Achang	forget	209	ñi³⁵	ñ i ³⁵	ɲ i ³⁵	i n t	209
