ID	DOCULECT	DOCULECT_IS	CONCEPT	ID_IS	VALUE	SEGMENTED_VALUE	TOKENS	STRUCTURE	COGID
265	Maru	Nishi Langsu/Maru	named; (name vt)	51	maŋ³¹	m aŋ ³¹	m a ŋ ³¹	i n c t	51
266	Xiandao	Nishi Xiandao	named; (name vt)	51	niŋ⁵⁵	n iŋ ⁵⁵	n i ŋ ⁵⁵	i n c t	51
267	Lashi	Nishi Leqi/Lashi	named; (name vt)	51	mjiŋ³¹	mj iŋ ³¹	m j i ŋ ³¹	i m n c t	51
268	Bola	Nishi Bola	named; (name vt)	51	maŋ⁵⁵	m aŋ ⁵⁵	m a ŋ ⁵⁵	i n c t	51
269	Achang	Nishi Achang	named; (name vt)	51	-ñiŋ⁵⁵	- ñ iŋ ⁵⁵	+ ɲ i ŋ ⁵⁵	+ i n c t	51
270	Atsi	Nishi Zaiwa/Atsi	named; (name vt)	51	mjiŋ⁵¹	mj iŋ ⁵¹	m j i ŋ ⁵¹	i m n c t	51
1479	Maru	Nishi Langsu/Maru	narrow	281	tʃɛ̣̣ɂ⁵⁵	tʃ ɛ̣̣ɂ ⁵⁵	tʃ ɛ̰ ʔ ⁵⁵	i n c t	280
1480	Lashi	Nishi Leqi/Lashi	narrow	281	tʃạp⁵⁵	tʃ ạp ⁵⁵	tʃ a̰ p ⁵⁵	i n c t	280
1481	Bola	Nishi Bola	narrow	281	tʃɛ̣̣ɂ⁵⁵	tʃ ɛ̣̣ɂ ⁵⁵	tʃ ɛ̰ ʔ ⁵⁵	i n c t	280
1482	Atsi	Nishi Zaiwa/Atsi	narrow	281	tʃạp⁵⁵	tʃ ạp ⁵⁵	tʃ a̰ p ⁵⁵	i n c t	280
1385	Maru	Nishi Langsu/Maru	navel	263	tʃhɔɂ⁵⁵	tʃh ɔɂ ⁵⁵	tʃʰ ɔ ʔ ⁵⁵	i n c t	262
1386	Xiandao	Nishi Xiandao	navel	263	tɕhɔɂ⁵⁵	tɕh ɔɂ ⁵⁵	tɕʰ ɔ ʔ ⁵⁵	i n c t	262
1387	Lashi	Nishi Leqi/Lashi	navel	263	tʃhɔɂ⁵⁵	tʃh ɔɂ ⁵⁵	tʃʰ ɔ ʔ ⁵⁵	i n c t	262
1388	Bola	Nishi Bola	navel	263	tʃhaɂ⁵⁵	tʃh aɂ ⁵⁵	tʃʰ a ʔ ⁵⁵	i n c t	262
1389	Atsi	Nishi Zaiwa/Atsi	navel	263	tʃhoɂ⁵⁵	tʃh oɂ ⁵⁵	tʃʰ o ʔ ⁵⁵	i n c t	262
398	Maru	Nishi Langsu/Maru	neck	75	laŋ³¹-	l aŋ ³¹ -	l a ŋ ³¹ +	i n c t +	75
399	Xiandao	Nishi Xiandao	neck	75	lɤŋ³¹-	l ɤŋ ³¹ -	l ɤ ŋ ³¹ +	i n c t +	75
400	Lashi	Nishi Leqi/Lashi	neck	75	ləŋ³¹-	l əŋ ³¹ -	l ə ŋ ³¹ +	i n c t +	75
401	Bola	Nishi Bola	neck	75	laŋ⁵⁵-	l aŋ ⁵⁵ -	l a ŋ ⁵⁵ +	i n c t +	75
402	Achang	Nishi Achang	neck	75	laŋ³¹-	l aŋ ³¹ -	l a ŋ ³¹ +	i n c t +	75
403	Atsi	Nishi Zaiwa/Atsi	neck	75	liŋ⁵¹-	li ŋ ⁵¹ -	l i ŋ ⁵¹ +	i m i t +	75
855	Maru	Nishi Langsu/Maru	neck	160	-tsaŋ³⁵	- ts aŋ ³⁵	+ ts a ŋ ³⁵	+ i n c t	160
856	Xiandao	Nishi Xiandao	neck	160	-tsɤŋ³¹	- ts ɤŋ ³¹	+ ts ɤ ŋ ³¹	+ i n c t	160
857	Lashi	Nishi Leqi/Lashi	neck	160	-tsəŋ³³	- ts əŋ ³³	+ ts ə ŋ ³³	+ i n c t	160
858	Bola	Nishi Bola	neck	160	-taŋ³¹	- t aŋ ³¹	+ t a ŋ ³¹	+ i n c t	160
859	Achang	Nishi Achang	neck	160	-tsəŋ³¹	- ts əŋ ³¹	+ ts ə ŋ ³¹	+ i n c t	160
860	Atsi	Nishi Zaiwa/Atsi	neck	160	-tsiŋ²¹	- ts iŋ ²¹	+ ts i ŋ ²¹	+ i n c t	160
1527	Maru	Nishi Langsu/Maru	new	291	sạk⁵⁵	s ạk ⁵⁵	s a̰ k ⁵⁵	i n c t	290
1528	Xiandao	Nishi Xiandao	new	291	ʂɯk⁵⁵	ʂ ɯk ⁵⁵	ʂ ɯ k ⁵⁵	i n c t	290
1529	Lashi	Nishi Leqi/Lashi	new	291	sə̣:k⁵⁵	s ə̣:k ⁵⁵	s ə̰: k ⁵⁵	i n c t	290
1530	Bola	Nishi Bola	new	291	sak⁵⁵	s ak ⁵⁵	s a k ⁵⁵	i n c t	290
1531	Achang	Nishi Achang	new	291	ʂək⁵⁵	ʂ ək ⁵⁵	ʂ ə k ⁵⁵	i n c t	290
1532	Atsi	Nishi Zaiwa/Atsi	new	291	a²¹sik⁵⁵	a ²¹ s ik ⁵⁵	a ²¹ s i k ⁵⁵	n t i n c t	290
891	Maru	Nishi Langsu/Maru	nine	167	kuk³¹	ku k ³¹	k u k ³¹	i m i t	167
892	Xiandao	Nishi Xiandao	nine	167	kau³¹	k au ³¹	k a u ³¹	i n nn t	167
893	Lashi	Nishi Leqi/Lashi	nine	167	kou³³	k ou ³³	k o u ³³	i n nn t	167
894	Bola	Nishi Bola	nine	167	kau³¹	k au ³¹	k a u ³¹	i n nn t	167
895	Achang	Nishi Achang	nine	167	kau³¹	k au ³¹	k a u ³¹	i n nn t	167
896	Atsi	Nishi Zaiwa/Atsi	nine	167	kau²¹	k au ²¹	k a u ²¹	i n nn t	167
323	Maru	Nishi Langsu/Maru	nose	61	nɔ̣³¹	n ɔ̣ ³¹	n ɔ̰ ³¹	i n t	61
324	Xiandao	Nishi Xiandao	nose	61	n̥ap³¹	n̥ ap ³¹	n̥ a p ³¹	i n c t	61
325	Lashi	Nishi Leqi/Lashi	nose	61	nọ³³	n ọ ³³	n o̰ ³³	i n t	61
326	Bola	Nishi Bola	nose	61	nạ⁵⁵	n ạ ⁵⁵	n a̰ ⁵⁵	i n t	61
327	Atsi	Nishi Zaiwa/Atsi	nose	61	nọ⁵¹	n ọ ⁵¹	n o̰ ⁵¹	i n t	61
1210	Maru	Nishi Langsu/Maru	open (the mouth)	227	xɔ⁵⁵	x ɔ ⁵⁵	x ɔ ⁵⁵	i n t	227
1211	Xiandao	Nishi Xiandao	open (the mouth)	227	xɔ³⁵	x ɔ ³⁵	x ɔ ³⁵	i n t	227
1212	Lashi	Nishi Leqi/Lashi	open (the mouth)	227	xɔ:⁵³	x ɔ: ⁵³	x ɔ: ⁵³	i n t	227
1213	Bola	Nishi Bola	open (the mouth)	227	xa³⁵	x a ³⁵	x a ³⁵	i n t	227
1214	Achang	Nishi Achang	open (the mouth)	227	xɔ³⁵	x ɔ ³⁵	x ɔ ³⁵	i n t	227
1215	Atsi	Nishi Zaiwa/Atsi	open (the mouth)	227	xa⁵⁵	x a ⁵⁵	x a ⁵⁵	i n t	227
1087	Maru	Nishi Langsu/Maru	open; to lift (lid)	201	phuŋ⁵⁵	phu ŋ ⁵⁵	pʰ u ŋ ⁵⁵	i m i t	201
1088	Xiandao	Nishi Xiandao	open; to lift (lid)	201	phoŋ³⁵	ph oŋ ³⁵	pʰ o ŋ ³⁵	i n c t	201
1089	Lashi	Nishi Leqi/Lashi	open; to lift (lid)	201	pha:ŋ⁵³	ph a:ŋ ⁵³	pʰ a: ŋ ⁵³	i n c t	201
1090	Bola	Nishi Bola	open; to lift (lid)	201	phuŋ³⁵	phu ŋ ³⁵	pʰ u ŋ ³⁵	i m i t	201
1091	Achang	Nishi Achang	open; to lift (lid)	201	phɔŋ³⁵	ph ɔŋ ³⁵	pʰ ɔ ŋ ³⁵	i n c t	201
1092	Atsi	Nishi Zaiwa/Atsi	open; to lift (lid)	201	phoŋ⁵⁵	ph oŋ ⁵⁵	pʰ o ŋ ⁵⁵	i n c t	201
181	Maru	Nishi Langsu/Maru	otter	35	xɛ̃³¹	x ɛ̃ ³¹	x ɛ̃ ∼ ³¹	i n c t	35
182	Lashi	Nishi Leqi/Lashi	otter	35	ʃạm³³	ʃ ạm ³³	ʃ a̰ m ³³	i n c t	35
183	Bola	Nishi Bola	otter	35	xɛ̃⁵⁵	x ɛ̃ ⁵⁵	x ɛ̃ ∼ ⁵⁵	i n c t	35
184	Achang	Nishi Achang	otter	35	sam⁵⁵	s am ⁵⁵	s a m ⁵⁵	i n c t	35
185	Atsi	Nishi Zaiwa/Atsi	otter	35	xam⁵¹	x am ⁵¹	x a m ⁵¹	i n c t	35
789	Maru	Nishi Langsu/Maru	overthrow, down	148	-lạŋ³¹	- l ạŋ ³¹	+ l a̰ ŋ ³¹	+ i n c t	148
790	Xiandao	Nishi Xiandao	overthrow, down	148	liŋ³¹	li ŋ ³¹	l i ŋ ³¹	i m i t	148
791	Lashi	Nishi Leqi/Lashi	overthrow, down	148	-lə̣ŋ⁵⁵	- l ə̣ŋ ⁵⁵	+ l ə̣ ŋ ⁵⁵	+ i n c t	148
792	Bola	Nishi Bola	overthrow, down	148	lạŋ³⁵	l ạŋ ³⁵	l a̰ ŋ ³⁵	i n c t	148
793	Achang	Nishi Achang	overthrow, down	148	ləŋ³¹	l əŋ ³¹	l ə ŋ ³¹	i n c t	148
794	Atsi	Nishi Zaiwa/Atsi	overthrow, down	148	-lẹŋ²¹	- lẹ ŋ ²¹	+ l ḛ ŋ ²¹	+ i n i t	148
1683	Maru	Nishi Langsu/Maru	paddy rice	321	-kuɂ³¹	- k uɂ ³¹	+ k u ʔ ³¹	+ i n c t	320
1684	Xiandao	Nishi Xiandao	paddy rice	321	kuɂ⁵⁵	k uɂ ⁵⁵	k u ʔ ⁵⁵	i n c t	320
1685	Lashi	Nishi Leqi/Lashi	paddy rice	321	kuk³¹	ku k ³¹	k u k ³¹	i m i t	320
1686	Bola	Nishi Bola	paddy rice	321	-kauɂ³¹	- k auɂ ³¹	+ k a u ʔ ³¹	+ i n nn c t	320
1687	Atsi	Nishi Zaiwa/Atsi	paddy rice	321	-kuɂ²¹	- k uɂ ²¹	+ k u ʔ ²¹	+ i n c t	320
1281	Maru	Nishi Langsu/Maru	pair	241	tsam⁵⁵	ts am ⁵⁵	ts a m ⁵⁵	i n c t	241
1282	Xiandao	Nishi Xiandao	pair	241	cum³¹	cu m ³¹	c u m ³¹	i m i t	241
1283	Lashi	Nishi Leqi/Lashi	pair	241	tsɔm⁵⁵	ts ɔm ⁵⁵	ts ɔ m ⁵⁵	i n c t	241
1284	Bola	Nishi Bola	pair	241	tsam³⁵	ts am ³⁵	ts a m ³⁵	i n c t	241
1285	Achang	Nishi Achang	pair	241	tɕɔm³⁵	tɕ ɔm ³⁵	tɕ ɔ m ³⁵	i m n c t	241
1286	Atsi	Nishi Zaiwa/Atsi	pair	241	tsum⁵⁵	tsu m ⁵⁵	ts u m ⁵⁵	i m i t	241
76	Maru	Nishi Langsu/Maru	pare/peel with	16	tʃhum³¹	tʃhu m ³¹	tʃʰ u m ³¹	i m i t	16
77	Lashi	Nishi Leqi/Lashi	pare/peel with	16	tʃhu:n³³	tʃh u:n ³³	tʃʰ u: n ³³	i n c t	16
78	Bola	Nishi Bola	pare/peel with	16	tʃhɔn⁵⁵	tʃh ɔn ⁵⁵	tʃʰ ɔ n ⁵⁵	i n c t	16
79	Atsi	Nishi Zaiwa/Atsi	pare/peel with	16	tʃhun⁵¹	tʃhu n ⁵¹	tʃʰ u n ⁵¹	i m i t	16
737	Maru	Nishi Langsu/Maru	pave, lay	138	jạuŋ⁵⁵	j ạuŋ ⁵⁵	j a̰ u ŋ ⁵⁵	m n c t	138
738	Xiandao	Nishi Xiandao	pave, lay	138	m̥ʐoŋ³¹	m̥ʐ oŋ ³¹	m̥ʐ o ŋ ³¹	i n c t	138
739	Lashi	Nishi Leqi/Lashi	pave, lay	138	mjụ⁵⁵	mj ụ ⁵⁵	m j ṵ ⁵⁵	i m n t	138
740	Bola	Nishi Bola	pave, lay	138	mjụŋ³⁵	mj ụŋ ³⁵	m j ṵ ŋ ³⁵	i m n c t	138
741	Achang	Nishi Achang	pave, lay	138	m̥ɔ³¹	m̥ ɔ ³¹	m̥ ɔ ³¹	i n t	138
1310	Xiandao	Nishi Xiandao	pen in (sheep)	247	l̥uŋ³¹	l̥ uŋ ³¹	l̥ u ŋ ³¹	i n c t	246
1311	Bola	Nishi Bola	pen in (sheep)	247	ạuŋ³⁵	ạuŋ ³⁵	a̰ u ŋ ³⁵	n c t	246
1312	Achang	Nishi Achang	pen in (sheep)	247	l̥ɔŋ³⁵	l̥ ɔŋ ³⁵	l̥ ɔ ŋ ³⁵	i n c t	246
1313	Atsi	Nishi Zaiwa/Atsi	pen in (sheep)	247	lụŋ⁵⁵	l ụŋ ⁵⁵	l ṵ ŋ ⁵⁵	i n c t	246
1679	Maru	Nishi Langsu/Maru	pick up	320	kauk³¹	k auk ³¹	k a u k ³¹	i n nn c t	319
1680	Xiandao	Nishi Xiandao	pick up	320	kuɂ⁵⁵	k uɂ ⁵⁵	k u ʔ ⁵⁵	i n c t	319
1681	Bola	Nishi Bola	pick up	320	kauɂ³¹	k auɂ ³¹	k a u ʔ ³¹	i n nn c t	319
1682	Achang	Nishi Achang	pick up	320	kuɂ⁵⁵	k uɂ ⁵⁵	k u ʔ ⁵⁵	i n c t	319
1863	Maru	Nishi Langsu/Maru	pig	359	vɔɂ³¹	v ɔɂ ³¹	v ɔ ʔ ³¹	i n c t	357
1864	Xiandao	Nishi Xiandao	pig	359	oɂ⁵⁵	oɂ ⁵⁵	o ʔ ⁵⁵	n c t	357
1865	Lashi	Nishi Leqi/Lashi	pig	359	vuɂ³¹	v uɂ ³¹	v u ʔ ³¹	i n c t	357
1866	Bola	Nishi Bola	pig	359	vaɂ³¹	v aɂ ³¹	v a ʔ ³¹	i n c t	357
1867	Achang	Nishi Achang	pig	359	oɂ⁵⁵	oɂ ⁵⁵	o ʔ ⁵⁵	n c t	357
1868	Atsi	Nishi Zaiwa/Atsi	pig	359	vaɂ²¹	v aɂ ²¹	v a ʔ ²¹	i n c t	357
1381	Maru	Nishi Langsu/Maru	pigsty, cowshed	262	-khap⁵⁵	- kh ap ⁵⁵	+ kʰ a p ⁵⁵	+ i n c t	261
1382	Lashi	Nishi Leqi/Lashi	pigsty, cowshed	262	-khɔm³³	- kh ɔm ³³	+ kʰ ɔ m ³³	+ i n c t	261
1383	Bola	Nishi Bola	pigsty, cowshed	262	-khap⁵⁵	- kh ap ⁵⁵	+ kʰ a p ⁵⁵	+ i n c t	261
1384	Atsi	Nishi Zaiwa/Atsi	pigsty, cowshed	262	-khup⁵⁵	- khu p ⁵⁵	+ kʰ u p ⁵⁵	+ i m i t	261
1176	Maru	Nishi Langsu/Maru	pit, stone	220	tʃik⁵⁵	tʃ ik ⁵⁵	tʃ i k ⁵⁵	i n c t	220
1177	Xiandao	Nishi Xiandao	pit, stone	220	-tsi³¹	- ts i ³¹	+ ts i ³¹	+ i n t	220
1178	Lashi	Nishi Leqi/Lashi	pit, stone	220	-tʃei⁵⁵	- tʃ ei ⁵⁵	+ tʃ e i ⁵⁵	+ i n nn t	220
1179	Bola	Nishi Bola	pit, stone	220	-tʃï³⁵	- tʃ ï ³⁵	+ tʃ ï/ʅ ³⁵	+ i n t	220
1180	Achang	Nishi Achang	pit, stone	220	-tsiɂ³¹	- ts iɂ ³¹	+ ts i ɂ ³¹	+ i n c t	220
1181	Atsi	Nishi Zaiwa/Atsi	pit, stone	220	-tʃi⁵⁵	- tʃ i ⁵⁵	+ tʃ i ⁵⁵	+ i n t	220
646	Maru	Nishi Langsu/Maru	point at/to/out	122	tụm³⁵	t ụm ³⁵	t ṵ m ³⁵	i n c t	122
647	Lashi	Nishi Leqi/Lashi	point at/to/out	122	tụ:n⁵⁵	t ụ:n ⁵⁵	t ṵ: n ⁵⁵	i n c t	122
648	Bola	Nishi Bola	point at/to/out	122	tɔ̣̣n³⁵	t ɔ̣̣n ³⁵	t ɔ̰ n ³⁵	i n c t	122
649	Atsi	Nishi Zaiwa/Atsi	point at/to/out	122	tun²¹	tu n ²¹	t u n ²¹	i m i t	122
104	Maru	Nishi Langsu/Maru	porcupine	21	pjụ³¹	pj ụ ³¹	p j ṵ ³¹	i m n t	21
105	Lashi	Nishi Leqi/Lashi	porcupine	21	-pjụ³³	- pj ụ ³³	+ p j ṵ ³³	+ i m n t	21
106	Bola	Nishi Bola	porcupine	21	pju⁵⁵	pj u ⁵⁵	p j u ⁵⁵	i m n t	21
107	Achang	Nishi Achang	porcupine	21	phʐɔ⁵⁵	phʐ ɔ ⁵⁵	pʐʰ ɔ ⁵⁵	i n t	21
108	Atsi	Nishi Zaiwa/Atsi	porcupine	21	pjụ⁵¹	pj ụ ⁵¹	p j ṵ ⁵¹	i m n t	21
1063	Maru	Nishi Langsu/Maru	pot, jar, tin	197	jɛ̃³⁵	j ɛ̃ ³⁵	j ɛ̃ ∼ ³⁵	m n c t	197
1064	Xiandao	Nishi Xiandao	pot, jar, tin	197	jam³¹	j am ³¹	j a m ³¹	m n c t	197
1065	Lashi	Nishi Leqi/Lashi	pot, jar, tin	197	jam³³	j am ³³	j a m ³³	m n c t	197
1066	Bola	Nishi Bola	pot, jar, tin	197	jɛ̃³¹	j ɛ̃ ³¹	j ɛ̃ ∼ ³¹	m n c t	197
1067	Achang	Nishi Achang	pot, jar, tin	197	jam³¹	j am ³¹	j a m ³¹	m n c t	197
1068	Atsi	Nishi Zaiwa/Atsi	pot, jar, tin	197	jam²¹	j am ²¹	j a m ²¹	m n c t	197
1321	Maru	Nishi Langsu/Maru	pull down; unseam	250	phjoɂ⁵⁵	phj oɂ ⁵⁵	pʰ j o ʔ ⁵⁵	i m n c t	249
1322	Xiandao	Nishi Xiandao	pull down; unseam	250	tʂhɔɂ⁵⁵	tʂh ɔɂ ⁵⁵	tʂʰ ɔ ʔ ⁵⁵	i n c t	249
1323	Lashi	Nishi Leqi/Lashi	pull down; unseam	250	phjɔ:ɂ⁵⁵	phj ɔ:ɂ ⁵⁵	pʰ j ɔ: ʔ ⁵⁵	i m n c t	249
1324	Bola	Nishi Bola	pull down; unseam	250	phjaɂ⁵⁵	phj aɂ ⁵⁵	pʰ j a ʔ ⁵⁵	i m n c t	249
1325	Achang	Nishi Achang	pull down; unseam	250	tʂhuaɂ⁵⁵	tʂhu aɂ ⁵⁵	tʂʰ u a ʔ ⁵⁵	i m n c t	249
1326	Atsi	Nishi Zaiwa/Atsi	pull down; unseam	250	phjoɂ⁵⁵	phj oɂ ⁵⁵	pʰ j o ʔ ⁵⁵	i m n c t	249
1776	Maru	Nishi Langsu/Maru	pull up (weeds)	343	nat³¹	n at ³¹	n a t ³¹	i n c t	341
1777	Lashi	Nishi Leqi/Lashi	pull up (weeds)	343	nu:t³¹	n u:t ³¹	n u: t ³¹	i n c t	341
1778	Bola	Nishi Bola	pull up (weeds)	343	nɔt³¹	n ɔt ³¹	n ɔ t ³¹	i n c t	341
1779	Atsi	Nishi Zaiwa/Atsi	pull up (weeds)	343	nut²¹	nu t ²¹	n u t ²¹	i m i t	341
150	Maru	Nishi Langsu/Maru	pull, drag; inhale	29	ʃɛ³¹	ʃ ɛ ³¹	ʃ ɛ ³¹	i n t	29
151	Xiandao	Nishi Xiandao	pull, drag; inhale	29	ʂa⁵⁵	ʂ a ⁵⁵	ʂ a ⁵⁵	i n t	29
152	Lashi	Nishi Leqi/Lashi	pull, drag; inhale	29	ʃɛ̣:³³	ʃ ɛ̣: ³³	ʃ ɛ̰: ³³	i n t	29
153	Bola	Nishi Bola	pull, drag; inhale	29	ʃɛ⁵⁵	ʃ ɛ ⁵⁵	ʃ ɛ ⁵⁵	i n t	29
154	Achang	Nishi Achang	pull, drag; inhale	29	ʂa⁵⁵	ʂ a ⁵⁵	ʂ a ⁵⁵	i n t	29
155	Atsi	Nishi Zaiwa/Atsi	pull, drag; inhale	29	ʃe⁵¹	ʃ e ⁵¹	ʃ e ⁵¹	i n t	29
214	Maru	Nishi Langsu/Maru	pus	41	pjan³¹-	pj an ³¹ -	p j a n ³¹ +	i m n c t +	41
215	Xiandao	Nishi Xiandao	pus	41	pʐɯŋ⁵⁵	pʐ ɯŋ ⁵⁵	pʐ ɯ ŋ ⁵⁵	i n c t	41
216	Bola	Nishi Bola	pus	41	pjaŋ⁵⁵	pj aŋ ⁵⁵	p j a ŋ ⁵⁵	i m n c t	41
217	Achang	Nishi Achang	pus	41	pʐəŋ⁵⁵	pʐ əŋ ⁵⁵	pʐ ə ŋ ⁵⁵	i n c t	41
218	Atsi	Nishi Zaiwa/Atsi	pus	41	pjiŋ⁵¹-	pj iŋ ⁵¹ -	p j i ŋ ⁵¹ +	i m n c t +	41
849	Maru	Nishi Langsu/Maru	push; press	159	tum̃³⁵	t um̃ ³⁵	t u m ³⁵	i n c t	159
850	Xiandao	Nishi Xiandao	push; press	159	tun³¹	tu n ³¹	t u n ³¹	i m i t	159
851	Lashi	Nishi Leqi/Lashi	push; press	159	tu:n³³	t u:n ³³	t u: n ³³	i n c t	159
852	Bola	Nishi Bola	push; press	159	tɔn³¹	t ɔn ³¹	t ɔ n ³¹	i n c t	159
853	Achang	Nishi Achang	push; press	159	tun³¹	tu n ³¹	t u n ³¹	i m i t	159
854	Atsi	Nishi Zaiwa/Atsi	push; press	159	tun²¹	tu n ²¹	t u n ²¹	i m i t	159
1469	Maru	Nishi Langsu/Maru	put in (to); pack	279	kɛ̣̣ɂ⁵⁵	k ɛ̣̣ɂ ⁵⁵	k ɛ̰ ʔ ⁵⁵	i n c t	278
1470	Xiandao	Nishi Xiandao	put in (to); pack	279	xat⁵⁵	x at ⁵⁵	x a t ⁵⁵	i n c t	278
1471	Lashi	Nishi Leqi/Lashi	put in (to); pack	279	kạ:t⁵⁵	k ạ:t ⁵⁵	k a̰: t ⁵⁵	i n c t	278
1472	Bola	Nishi Bola	put in (to); pack	279	kɛ̣̣ɂ⁵⁵	k ɛ̣̣ɂ ⁵⁵	k ɛ̰ ʔ ⁵⁵	i n c t	278
1473	Achang	Nishi Achang	put in (to); pack	279	xat⁵⁵	x at ⁵⁵	x a t ⁵⁵	i n c t	278
1474	Atsi	Nishi Zaiwa/Atsi	put in (to); pack	279	kạt⁵⁵	k ạt ⁵⁵	k a̰ t ⁵⁵	i n c t	278
628	Maru	Nishi Langsu/Maru	put in order	118	tɔ̣̣³⁵	t ɔ̣̣ ³⁵	t ɔ̰ ³⁵	i n t	118
629	Lashi	Nishi Leqi/Lashi	put in order	118	tɔ̣:⁵⁵	t ɔ̣: ⁵⁵	t ɔ̰: ⁵⁵	i n t	118
630	Bola	Nishi Bola	put in order	118	tạ³⁵-	t ạ ³⁵ -	t a̰ ³⁵ +	i n t +	118
631	Atsi	Nishi Zaiwa/Atsi	put in order	118	tọ²¹	t ọ ²¹	t o̰ ²¹	i n t	118
80	Maru	Nishi Langsu/Maru	radish	17	-khjik³¹	- khj ik ³¹	+ kʰ j i k ³¹	+ i m n c t	17
81	Xiandao	Nishi Xiandao	radish	17	-chi⁵⁵	- ch i ⁵⁵	+ ch/tsʰ i ⁵⁵	+ i n t	17
82	Lashi	Nishi Leqi/Lashi	radish	17	-khjei³³	- khj ei ³³	+ kʰ j e i ³³	+ i m n nn t	17
83	Bola	Nishi Bola	radish	17	-khji⁵⁵	- khj i ⁵⁵	+ kʰ j i ⁵⁵	+ i m n t	17
84	Achang	Nishi Achang	radish	17	-tɕhi⁵⁵	- tɕh i ⁵⁵	+ tɕʰ i ⁵⁵	+ i n t	17
85	Atsi	Nishi Zaiwa/Atsi	radish	17	-khji⁵¹	- khj i ⁵¹	+ kʰ j i ⁵¹	+ i m n t	17
372	Maru	Nishi Langsu/Maru	rain	70	vu³¹	vu ³¹	v u ³¹	i m t	70
373	Xiandao	Nishi Xiandao	rain	70	ʐo⁵⁵	ʐ o ⁵⁵	ʐ o ⁵⁵	i n t	70
374	Lashi	Nishi Leqi/Lashi	rain	70	wɔ:⁵³	w ɔ: ⁵³	w ɔ: ⁵³	m n t	70
375	Bola	Nishi Bola	rain	70	ɣɔ⁵⁵-	ɣ ɔ ⁵⁵ -	ɣ ɔ ⁵⁵ +	i n t +	70
376	Achang	Nishi Achang	rain	70	ʐo⁵⁵	ʐ o ⁵⁵	ʐ o ⁵⁵	i n t	70
377	Atsi	Nishi Zaiwa/Atsi	rain	70	vo⁵¹	v o ⁵¹	v o ⁵¹	i n t	70
312	Maru	Nishi Langsu/Maru	red	59	nɛ³¹	n ɛ ³¹	n ɛ ³¹	i n t	59
313	Xiandao	Nishi Xiandao	red	59	na⁵⁵	n a ⁵⁵	n a ⁵⁵	i n t	59
314	Lashi	Nishi Leqi/Lashi	red	59	nɛ:³¹	n ɛ: ³¹	n ɛ: ³¹	i n t	59
315	Bola	Nishi Bola	red	59	nɛ⁵⁵	n ɛ ⁵⁵	n ɛ ⁵⁵	i n t	59
316	Achang	Nishi Achang	red	59	na⁵⁵	n a ⁵⁵	n a ⁵⁵	i n t	59
317	Atsi	Nishi Zaiwa/Atsi	red	59	ne⁵¹	n e ⁵¹	n e ⁵¹	i n t	59
414	Maru	Nishi Langsu/Maru	rely/lean on	78	lam³¹	l am ³¹	l a m ³¹	i n c t	78
415	Lashi	Nishi Leqi/Lashi	rely/lean on	78	lu:m³¹	l u:m ³¹	l u: m ³¹	i n c t	78
416	Bola	Nishi Bola	rely/lean on	78	lam⁵⁵	l am ⁵⁵	l a m ⁵⁵	i n c t	78
417	Atsi	Nishi Zaiwa/Atsi	rely/lean on	78	lum⁵¹	lu m ⁵¹	l u m ⁵¹	i m i t	78
1750	Lashi	Nishi Leqi/Lashi	remain	337	mji:t³¹	mj i:t ³¹	m j i: t ³¹	i m n c t	335
1751	Bola	Nishi Bola	remain	337	mjik³¹	mj ik ³¹	m j i k ³¹	i m n c t	335
1752	Achang	Nishi Achang	remain	337	m̥ʐat⁵⁵	m̥ʐ at ⁵⁵	m̥ʐ a t ⁵⁵	i n c t	335
1753	Atsi	Nishi Zaiwa/Atsi	remain	337	mjit²¹	mj it ²¹	m j i t ²¹	i m n c t	335
1358	Maru	Nishi Langsu/Maru	repay	257	tshɛɂ⁵⁵	tsh ɛɂ ⁵⁵	tsʰ ɛ ʔ ⁵⁵	i n c t	256
1359	Lashi	Nishi Leqi/Lashi	repay	257	tsha:p⁵⁵	tsh a:p ⁵⁵	tsʰ a: p ⁵⁵	i n c t	256
1360	Achang	Nishi Achang	repay	257	tɕhap⁵⁵	tɕh ap ⁵⁵	tɕʰ a p ⁵⁵	i n c t	256
1361	Atsi	Nishi Zaiwa/Atsi	repay	257	tshap⁵⁵	tsh ap ⁵⁵	tsʰ a p ⁵⁵	i n c t	256
27	Maru	Nishi Langsu/Maru	rice	6	tʃhin³¹	tʃh in ³¹	tʃʰ i n ³¹	i n c t	6
28	Xiandao	Nishi Xiandao	rice	6	tshɛn⁵⁵	tsh ɛn ⁵⁵	tsʰ ɛ n ⁵⁵	i n c t	6
29	Lashi	Nishi Leqi/Lashi	rice	6	tʃhɛn³³	tʃh ɛn ³³	tʃʰ ɛ n ³³	i n c t	6
30	Bola	Nishi Bola	rice	6	tʃhɔn⁵⁵	tʃh ɔn ⁵⁵	tʃʰ ɔ n ⁵⁵	i n c t	6
31	Achang	Nishi Achang	rice	6	tshen⁵⁵	tsh en ⁵⁵	tsʰ e n ⁵⁵	i n c t	6
32	Atsi	Nishi Zaiwa/Atsi	rice	6	tʃhin⁵¹	tʃh in ⁵¹	tʃʰ i n ⁵¹	i n c t	6
